date,sum_open_interest,sum_open_interest_value
2021-02-24,26982.828160278747,1343807361.061062
2021-02-25,28441.374159722225,1421761894.3480532
2021-02-26,27853.00625,1299926709.9130263
2021-02-27,27909.93017013889,1316235380.6081526
2021-02-28,29345.576923344946,1313746443.6059458
2021-03-01,28894.905322916668,1374790857.981477
2021-03-02,28997.87103125,1409544716.0460744
2021-03-03,29803.66431944444,1503617912.237169
2021-03-04,29656.04556597222,1464962817.0174215
2021-03-05,29967.045101045296,1429770030.8703604
2021-03-06,29502.112972222225,1426766723.3855836
2021-03-07,29874.638312500003,1500675650.6471853
2021-03-08,30610.24065625,1555301871.781933
2021-03-09,32655.275815972225,1763269579.3572268
2021-03-10,32550.31456794425,1803934220.1178787
2021-03-11,32873.10904513889,1852932906.045702
2021-03-12,33496.41387456446,1905433807.3714283
2021-03-13,35032.67329861111,2065092855.6800961
2021-03-14,36510.01283508772,2210538633.1296577
2021-03-15,34714.39929166666,2000414695.1422822
2021-03-16,34095.60682291667,1888130961.3886716
2021-03-17,33421.164399305555,1875884674.9007635
2021-03-18,33193.53372222222,1942558655.491595
2021-03-19,32347.482197916666,1886571528.276021
2021-03-20,32487.917302083333,1911067599.5818682
2021-03-21,32917.45302083334,1886669496.3131914
2021-03-22,33436.3395625,1900274733.0364122
2021-03-23,33714.28761111111,1845555205.1537461
2021-03-24,33683.13483623694,1858520963.7013326
2021-03-25,34014.197982638885,1773411878.606734
2021-03-26,33588.361750000004,1786966225.79922
2021-03-27,32821.88161458333,1810838726.876062
2021-03-28,32092.902315972224,1792015587.668345
2021-03-29,33413.965788194444,1904036594.749652
2021-03-30,33721.77533680556,1970352307.5725222
2021-03-31,34495.7570625,2027082371.0801616
2021-04-01,34148.15335069444,2012780031.3923602
2021-04-02,34620.93848611111,2054967348.2488632
2021-04-03,34960.45765625,2063158343.1846318
2021-04-04,34379.02200347222,1985318853.2182112
2021-04-05,34057.47904513889,1980240054.9176457
2021-04-06,33659.36806597222,1970089273.011823
2021-04-07,34454.32134722223,1964490711.4651766
2021-04-08,34613.02153819444,1980334493.7001894
2021-04-09,32678.23982291667,1903611144.156241
2021-04-10,34499.42697222222,2070319466.233442
2021-04-11,34096.695857638886,2042507449.3280263
2021-04-12,35345.61542013889,2128102139.622224
2021-04-13,38234.33571527778,2382147423.133956
2021-04-14,37877.81252083333,2405789767.963076
2021-04-15,36536.58385763889,2300789554.535757
2021-04-16,36765.67763194445,2270093613.9310613
2021-04-17,34918.422524305555,2141407567.6308146
2021-04-18,30381.85090940766,1703434367.0621173
2021-04-19,27925.87366783217,1572810095.5561857
2021-04-20,28690.13563888889,1591496932.433325
2021-04-21,28170.613399305556,1560996602.9456024
2021-04-22,29404.334520833334,1581262567.2587576
2021-04-23,32909.60453125,1640767743.3822188
2021-04-24,33289.88986111111,1666360325.7258227
2021-04-25,33738.16004166667,1674629377.6332173
2021-04-26,30633.077604166665,1621681658.2610788
2021-04-27,28393.078007751938,1546953206.0502357
2021-04-28,28385.01025347222,1554179041.4465861
2021-04-29,29937.107565972223,1612325242.0946763
2021-04-30,31503.258958333332,1742091415.7382932
2021-05-01,32822.395805555556,1896431106.014638
2021-05-02,33388.63046180556,1899013792.852971
2021-05-03,33404.843461805554,1935322936.4493442
2021-05-04,33787.256253472224,1868671015.6844535
2021-05-05,32632.798444444445,1823246748.5717587
2021-05-06,32392.988072916665,1845840543.1414137
2021-05-07,32465.07267361111,1844453042.5927095
2021-05-08,32944.597482638885,1928463057.8437777
2021-05-09,32912.540385416665,1908629241.0457926
2021-05-10,34221.13820486111,1976721770.3117533
2021-05-11,33169.43898958333,1852394429.1230097
2021-05-12,33037.54433333333,1845779429.9613283
2021-05-13,32646.811625,1626153434.4307513
2021-05-14,33545.577388888894,1682917337.1450634
2021-05-15,34990.19325694445,1708465257.3163934
2021-05-16,36690.65402083333,1750292064.4429927
2021-05-17,40454.67500347222,1792106216.0142546
2021-05-18,41447.354885416666,1830468979.1524994
2021-05-19,35783.716677192984,1405094685.66068
2021-05-20,24962.571152777775,992982829.6963253
2021-05-21,25807.519226027398,1008314231.1289363
2021-05-22,26596.536288194446,997683888.2985047
2021-05-23,30135.410440140844,1053295311.3272645
2021-05-24,31410.046336805557,1160542951.8269408
2021-05-25,30943.03052430555,1176081753.8670943
2021-05-26,32556.017128472224,1276516337.7617965
2021-05-27,32797.690225694445,1271892070.403716
2021-05-28,34550.64925087108,1262666011.2009332
2021-05-29,37257.385472222224,1312119792.0313163
2021-05-30,37864.81058333334,1342746918.1702259
2021-05-31,38593.205149305555,1394888645.5945685
2021-06-01,37838.28927777778,1383639090.7376828
2021-06-02,39447.48236805556,1471022085.5017283
2021-06-03,42078.721611111105,1621952954.0646598
2021-06-04,42604.68394097222,1580118268.7991095
2021-06-05,42460.77874652777,1552845826.4452133
2021-06-06,44559.578708333334,1601807441.735156
2021-06-07,45245.60629166666,1622429121.8877592
2021-06-08,49116.584225694445,1613059537.870498
2021-06-09,50851.89480555555,1772771110.105253
2021-06-10,49559.211263888894,1832426148.725503
2021-06-11,47855.227288194445,1769324053.2010498
2021-06-12,48375.012416666665,1726717693.672452
2021-06-13,49922.73213541667,1815909782.1095176
2021-06-14,51472.73724652777,2040748755.6793125
2021-06-15,50682.17169444445,2037166943.8094754
2021-06-16,51442.59812152778,2027341457.6861382
2021-06-17,53575.23507638889,2067796636.1813648
2021-06-18,54336.861999999994,2009466713.7137365
2021-06-19,53213.08598611111,1901411224.0490713
2021-06-20,54990.48973958333,1926217078.2059488
2021-06-21,54040.36714236111,1790904257.4297988
2021-06-22,54073.75291269841,1723833186.1827116
2021-06-23,53816.22045454545,1814413762.025424
2021-06-24,54762.464025089605,1848308066.4280927
2021-06-25,55097.51629861111,1838894354.7818174
2021-06-26,54506.69216666667,1714264795.2508905
2021-06-27,56299.82864236111,1858795181.4210339
2021-06-28,57619.943649305555,1985096655.0919025
2021-06-29,57766.360072916665,2052964873.5328555
2021-06-30,56387.443440972216,1968627398.59358
2021-07-01,56707.3753125,1911325357.8674114
2021-07-02,57498.50010416666,1912950841.7434099
2021-07-03,60071.639104166665,2060050940.3898942
2021-07-04,60959.288107638895,2149464712.617976
2021-07-05,61879.055440972224,2108257800.4317715
2021-07-06,58959.380197916675,2012498284.3249757
2021-07-07,58037.594815972225,2004616221.737956
2021-07-08,62310.991468750006,2047854221.2594142
2021-07-09,64256.22769097222,2129951084.575387
2021-07-10,61451.32201388889,2070163830.7985492
2021-07-11,63119.484975694446,2132331640.1516914
2021-07-12,63103.631756944436,2126623816.854363
2021-07-13,62679.77718402778,2057729955.2426562
2021-07-14,63021.91738541666,2045540824.7325125
2021-07-15,62976.58014236111,2019412553.3492804
2021-07-16,65081.86618055556,2065164480.7516413
2021-07-17,64523.276364583326,2035007478.3899808
2021-07-18,66801.46479861111,2120900147.1324031
2021-07-19,68587.97314583333,2136266312.1389284
2021-07-20,70400.15002083333,2098849220.15191
2021-07-21,71641.74735069444,2232402227.774454
2021-07-22,69141.21280902778,2220129541.900698
2021-07-23,70240.93396180555,2279719700.7277107
2021-07-24,69055.26702083333,2336345937.7175655
2021-07-25,70718.71827430556,2428038456.793225
2021-07-26,55827.971788194445,2135970066.6130018
2021-07-27,55213.43364930556,2079247659.7763758
2021-07-28,57264.260006944445,2281647830.0059323
2021-07-29,58026.29637847222,2311698780.9569635
2021-07-30,57054.13682986111,2258395040.060418
2021-07-31,55623.383527777776,2315054274.115086
2021-08-01,53825.48204166666,2232462683.915083
2021-08-02,52297.807177083334,2070209011.492884
2021-08-03,55625.772156249994,2138795434.9785678
2021-08-04,57971.6835625,2243028765.2723083
2021-08-05,56991.324961805556,2244967702.5268164
2021-08-06,56316.749586805556,2328227347.19367
2021-08-07,54610.980329861115,2376685287.0748577
2021-08-08,55083.496555555554,2441230908.4472713
2021-08-09,56734.89012847222,2548491281.242522
2021-08-10,55882.01656597222,2548123467.0668583
2021-08-11,54918.66511805556,2530430636.985018
2021-08-12,57806.309309027776,2596570048.1521587
2021-08-13,56164.13047222222,2594001877.554797
2021-08-14,56399.83092361111,2656478213.0118856
2021-08-15,56328.03184722222,2614280228.4429083
2021-08-16,54947.16942361111,2577294525.120867
2021-08-17,56203.19732638889,2583798718.637484
2021-08-18,56705.471767361116,2559636388.1648717
2021-08-19,56662.205888888886,2560790306.3800983
2021-08-20,57322.34701736111,2739541421.462298
2021-08-21,58437.34708680555,2865472101.573771
2021-08-22,59218.77305555556,2895114169.6157513
2021-08-23,61341.15080555555,3060778616.8374357
2021-08-24,61984.196055749126,3032755196.263404
2021-08-25,61882.91542013889,2985883154.282939
2021-08-26,62039.421972222226,2937287725.0021996
2021-08-27,59871.10502083333,2856946640.2739906
2021-08-28,60507.47922916667,2958850747.460283
2021-08-29,58711.262899305555,2856173139.1056657
2021-08-30,60207.36536458334,2895489031.987714
2021-08-31,59843.80687847223,2832010873.572958
2021-09-01,61141.497,2916042242.648804
2021-09-02,62864.7311423611,3123759431.190691
2021-09-03,62299.37775694444,3110815743.168745
2021-09-04,59198.06767013889,2964532534.112778
2021-09-05,57913.39076736111,2917018291.3489685
2021-09-06,62828.92749477352,3253592467.473027
2021-09-07,55772.62387676056,2809518593.830977
2021-09-08,45584.04432638889,2109900100.6465917
2021-09-09,46199.36215625,2144641174.024988
2021-09-10,47674.675541958044,2189349943.586274
2021-09-11,47799.04169097222,2169104897.977276
2021-09-12,48342.26875347222,2206280634.535567
2021-09-13,49084.877881118875,2199243330.856722
2021-09-14,47695.13557986111,2196286503.4427395
2021-09-15,51000.503809027774,2425579667.3903728
2021-09-16,50850.16676388889,2434857964.403886
2021-09-17,50807.278427083336,2417033453.0382175
2021-09-18,52555.22033333333,2534854164.143616
2021-09-19,51928.7723379791,2478371374.408314
2021-09-20,49806.90166903915,2224709525.8287754
2021-09-21,46488.09374204947,1973732173.2738361
2021-09-22,45627.20236585366,1940503862.122041
2021-09-23,45582.22700694445,2007925378.0701752
2021-09-24,46885.29975438597,2020021540.8076978
2021-09-25,44825.64392682927,1907376558.0693111
2021-09-26,45162.812014084506,1931527954.8781247
2021-09-27,45433.992420138886,1975983872.4737794
2021-09-28,46350.57660416667,1942146032.4664679
2021-09-29,46450.63344097222,1941899433.7856874
2021-09-30,47085.94190972222,2036110641.6361783
2021-10-01,50785.66508710802,2338148035.9825745
2021-10-02,49840.15317073171,2382594088.798047
2021-10-03,49766.98459722222,2388397607.195813
2021-10-04,47773.47894791667,2299440194.040613
2021-10-05,50901.69224652778,2547810941.7706966
2021-10-06,51864.91440277777,2741380775.7020984
2021-10-07,51294.05480902778,2789544785.6206493
2021-10-08,51957.444986111106,2830569101.3498144
2021-10-09,51204.54949652778,2803637530.1683087
2021-10-10,52024.05189236111,2870680879.998705
2021-10-11,53617.75534722222,3041347850.583827
2021-10-12,54168.94813888889,3068565310.756624
2021-10-13,50725.759114583336,2841908321.970277
2021-10-14,50293.784107638894,2900404011.526581
2021-10-15,53326.01022222222,3196430809.5467978
2021-10-16,53556.29857291667,3284414938.152818
2021-10-17,54647.60217770035,3327760867.969856
2021-10-18,52879.24060416667,3269118809.6018314
2021-10-19,53318.34675694445,3347039123.7329082
2021-10-20,56066.148319444444,3644763462.8114896
2021-10-21,55901.21419860627,3601152243.6839323
2021-10-22,55367.016742160275,3445051152.0240498
2021-10-23,55658.418777777784,3402263492.32023
2021-10-24,56727.93598958333,3446172556.6054745
2021-10-25,55972.42481597222,3507036386.952308
2021-10-26,56102.61833680556,3499151033.455094
2021-10-27,56655.95178214286,3374188711.792471
2021-10-28,54856.20126573427,3304781696.4821663
2021-10-29,52184.28650347222,3215336857.2160916
2021-10-30,52420.68388339223,3231836016.9545407
2021-10-31,54125.99455594405,3308692146.641946
2021-11-01,54574.77990277778,3345644875.343678
2021-11-02,54457.290125,3407269144.3480344
2021-11-03,54616.92203472222,3433400883.7762165
2021-11-04,54591.89268402778,3376607132.8565345
2021-11-05,55520.60069097222,3416128369.905529
2021-11-06,57867.6128125,3528559986.6714892
2021-11-07,56035.4434375,3481302187.556235
2021-11-08,58903.30486458333,3877353868.4939675
2021-11-09,60289.74389583333,4073309901.847654
2021-11-10,60512.26616842105,4051757876.5728097
2021-11-11,55971.492249999996,3634801745.9993896
2021-11-12,57467.58395833333,3689250245.7140446
2021-11-13,58157.097291666665,3726130089.6920266
2021-11-14,58069.535180555555,3745260096.105398
2021-11-15,59901.388673611116,3900890479.8843045
2021-11-16,62089.00896797153,3776049682.364151
2021-11-17,61986.10101041667,3711928706.3421164
2021-11-18,61250.84538515901,3615348897.1879387
2021-11-19,60481.894149825785,3459303738.5149693
2021-11-20,58464.36643750001,3429663942.5089474
2021-11-21,56888.61989583333,3364148471.147192
2021-11-22,59212.84960627178,3395130439.3957653
2021-11-23,60653.52014930555,3452938505.1672955
2021-11-24,60883.332368055555,3456210429.531084
2021-11-25,60768.21261888112,3541051655.305715
2021-11-26,64778.222710144924,3603580433.0688095
2021-11-27,64729.0872369338,3537838931.78086
2021-11-28,63810.63943006993,3484708182.6261935
2021-11-29,61421.277090277785,3537265837.4102106
2021-11-30,60442.853845070415,3465975162.290589
2021-12-01,60756.63660069445,3487149530.4122014
2021-12-02,60557.16746180555,3432640692.156678
2021-12-03,61655.393628472215,3443242128.0405436
2021-12-04,47344.28890526316,2332082104.2215137
2021-12-05,40461.84592013889,1984356184.268978
2021-12-06,39758.095993055555,1938943950.4065123
2021-12-07,39199.182489583334,1997099677.1034002
2021-12-08,39731.03861111111,1996931154.550875
2021-12-09,40533.491822916665,1986528240.3628078
2021-12-10,41427.100420138886,1997699422.7887857
2021-12-11,39651.026902777776,1920927673.1216943
2021-12-12,42062.201677083336,2084645021.3807843
2021-12-13,43110.61459027778,2076595357.6766298
2021-12-14,43122.583079861106,2034014021.6146588
2021-12-15,43680.22170034843,2100973201.9764965
2021-12-16,46628.12189930556,2264723532.7438307
2021-12-17,49997.72283333333,2351880389.660578
2021-12-18,52219.036461805554,2432987280.88669
2021-12-19,55917.445138888885,2637526492.518469
2021-12-20,59759.154593750005,2773250864.714825
2021-12-21,67656.48514583333,3275342619.194364
2021-12-22,71713.19792013889,3510617804.2077794
2021-12-23,73712.71788541666,3616426895.8025265
2021-12-24,73406.35361672475,3745341020.900302
2021-12-25,73382.76501388889,3729395663.261683
2021-12-26,73904.58243055554,3704949081.992492
2021-12-27,73624.6868125,3759208389.108517
2021-12-28,73773.90846527778,3603905904.2965536
2021-12-29,74982.8300348432,3567128173.7654643
2021-12-30,72814.63888194444,3427884573.959703
2021-12-31,72905.32962020906,3446304547.58608
2022-01-01,74241.72103125001,3496934303.8755503
2022-01-02,73594.3105625,3476205329.1161623
2022-01-03,76140.95468402778,3563818871.4215794
2022-01-04,80234.27004861111,3724814155.847176
2022-01-05,81185.01432638889,3727110226.6461406
2022-01-06,79008.75976388888,3403966772.823059
2022-01-07,78374.90382291666,3291339003.922377
2022-01-08,76903.34267013888,3206450754.6973248
2022-01-09,77560.81077777778,3248852823.920624
2022-01-10,76924.64358680556,3199250634.9437995
2022-01-11,77167.23093055555,3254621661.2999897
2022-01-12,77994.47555555556,3366339584.862478
2022-01-13,77367.17452777777,3357893298.3266497
2022-01-14,76516.12394444444,3268479546.1271706
2022-01-15,75206.99630902777,3241869525.5389943
2022-01-16,74973.8565625,3228844708.413112
2022-01-17,75527.33587847222,3211064674.077114
2022-01-18,76218.59172222222,3194356232.733341
2022-01-19,75803.86884722223,3175841409.468442
2022-01-20,77625.92313888889,3276176585.213307
2022-01-21,75525.53459722223,2920458089.097916
2022-01-22,73053.27183333333,2591839301.4446034
2022-01-23,73784.07278125,2611930831.2366605
2022-01-24,74539.89217013889,2613703009.8717523
2022-01-25,75380.98028472223,2750112407.4443154
2022-01-26,77953.23956249999,2921300257.3910856
2022-01-27,73684.28105208333,2676854186.979459
2022-01-28,72413.62911805556,2681060397.4958386
2022-01-29,75700.23760416667,2861103228.4909763
2022-01-30,76652.94079166667,2907297497.844939
2022-01-31,79285.60362152777,2976767563.844792
2022-02-01,80902.3940625,3117458259.611175
2022-02-02,78744.04905902778,2993894387.391946
2022-02-03,78737.03257986112,2895849588.216596
2022-02-04,81031.55417361112,3132519782.5899515
2022-02-05,80982.84623958333,3360519155.0758195
2022-02-06,81362.2434236111,3382594102.7322407
2022-02-07,79237.18002083333,3412511397.5891857
2022-02-08,75997.42031944444,3331303863.2283506
2022-02-09,73407.42921875,3222568153.2635255
2022-02-10,74824.64503819445,3315265867.0864296
2022-02-11,72186.01275347223,3114698983.4720654
2022-02-12,73721.42514930555,3119422911.85073
2022-02-13,73051.09614930555,3091161974.634971
2022-02-14,74153.51165625,3130243852.03897
2022-02-15,76561.89838541666,3358128592.859702
2022-02-16,76355.18096180556,3357636386.403326
2022-02-17,75980.46628819445,3238115439.1515102
2022-02-18,75349.80568055555,3042577847.287942
2022-02-19,76021.90421180555,3043854136.319234
2022-02-20,77310.81979861112,2994047247.6586747
2022-02-21,74687.66766319444,2873011024.4825306
2022-02-22,75233.60844791666,2812728500.085249
2022-02-23,74680.87853472221,2851882602.127123
2022-02-24,73489.90667013888,2650421474.450198
2022-02-25,68667.16347569444,2664306695.3160725
2022-02-26,68975.63059722222,2703338914.505201
2022-02-27,68105.46961458334,2634391003.1470213
2022-02-28,69986.26573958334,2758545338.628776
2022-03-01,72068.47101736111,3143775933.862955
2022-03-02,72814.02214930556,3206368225.812559
2022-03-03,75072.21079861111,3236050147.7490516
2022-03-04,76546.33076041666,3133299296.4205823
2022-03-05,76708.44516666667,3001847203.6476226
2022-03-06,75634.70829513889,2949876558.479294
2022-03-07,48794.25432291666,1866446193.6925585
2022-03-08,68114.34733680556,2632326011.6106606
2022-03-09,73289.7872986111,3044370455.1164913
2022-03-10,72129.1981875,2856811218.530695
2022-03-11,71198.89548611111,2772654485.3957396
2022-03-12,72115.66446527778,2818495364.9562173
2022-03-13,74769.91962152778,2906498084.869265
2022-03-14,76838.12959027778,2974172508.559822
2022-03-15,74473.935625,2904266488.1499033
2022-03-16,74195.02444791667,2983918820.6751046
2022-03-17,75355.95079861111,3080906212.691675
2022-03-18,75283.18376736112,3081791631.208409
2022-03-19,77051.63950347222,3223191034.484584
2022-03-20,77511.40954166667,3225651745.1102676
2022-03-21,75661.58630208333,3107676728.8638773
2022-03-22,76934.32380902777,3265112310.4708543
2022-03-23,74802.41820833333,3158588857.541454
2022-03-24,77500.03826736112,3357437546.190462
2022-03-25,81319.91716319445,3598823587.7676635
2022-03-26,80930.79016666667,3590324824.1064363
2022-03-27,82063.26291666666,3686153671.259511
2022-03-28,79292.06878125,3749920028.15741
2022-03-29,78038.14553124999,3709083274.7298074
2022-03-30,77923.08759027778,3680088236.9833775
2022-03-31,76239.8512361111,3556994023.690943
2022-04-01,76242.19200694445,3469191854.291786
2022-04-02,73199.86876041668,3398818623.411939
2022-04-03,72797.34398958333,3370886122.709909
2022-04-04,75055.79178819444,3454713677.9469843
2022-04-05,76265.08472222222,3532436608.419462
2022-04-06,79587.0393125,3548226482.765928
2022-04-07,82077.74966319445,3565037772.4787474
2022-04-08,82649.07369444444,3576517536.8290963
2022-04-09,83707.90880555556,3552267073.515995
2022-04-10,84724.67951041667,3620055932.4524584
2022-04-11,87028.06486805556,3584830636.142336
2022-04-12,85099.91454513889,3396489223.039558
2022-04-13,83401.49202777777,3372588298.4084263
2022-04-14,82166.95770833333,3341365791.9904423
2022-04-15,83790.96172916667,3368717400.900955
2022-04-16,82277.04186111112,3321180590.175363
2022-04-17,82649.46947916667,3329258261.3759894
2022-04-18,84933.92320486112,3364850366.4545307
2022-04-19,80126.10664930556,3287452330.528446
2022-04-20,81404.72889583332,3373027714.742026
2022-04-21,82263.37809027778,3428525138.9015512
2022-04-22,84226.49779166667,3378220709.316485
2022-04-23,86678.17491319444,3436366327.7183285
2022-04-24,87028.07107986111,3446598875.6668
2022-04-25,86372.68765277778,3385395236.890171
2022-04-26,84384.39263541666,3343836195.983189
2022-04-27,86563.78791666667,3357343852.0741754
2022-04-28,82229.96588888888,3255827248.9074926
2022-04-29,80884.11507291667,3159891069.382704
2022-04-30,84417.28808333333,3248172369.9214215
2022-05-01,85190.57702777778,3240827690.2337213
2022-05-02,81354.60789583334,3145670783.005839
2022-05-03,85377.83131944445,3265009839.8264422
2022-05-04,86868.88685069444,3369199262.252688
2022-05-05,87098.99252430555,3342567878.135425
2022-05-06,90477.83548958333,3269796702.7200203
2022-05-07,91579.37598958334,3282742056.347813
2022-05-08,92544.82895138889,3197132926.7502575
2022-05-09,91289.58823958333,2983266161.319486
2022-05-10,84209.67815277778,2637565009.8590307
2022-05-11,80562.92123958335,2464571383.372389
2022-05-12,75375.70328125001,2152596684.4111385
2022-05-13,76055.08009722222,2294403267.4087086
2022-05-14,73954.93508680555,2173661854.9975367
2022-05-15,73735.45516666667,2220757803.0370603
2022-05-16,75876.50053472222,2274034121.96518
2022-05-17,76890.63692708332,2327893323.8875213
2022-05-18,76899.70948611111,2275438391.668416
2022-05-19,81444.98830902779,2408468277.2307835
2022-05-20,85049.98229166666,2536232440.3847938
2022-05-21,81647.75503472221,2395029435.429118
2022-05-22,83110.62545138889,2476719926.0422153
2022-05-23,86076.02782986111,2590958611.4154687
2022-05-24,85819.81285416667,2514707814.5290365
2022-05-25,82120.82987847221,2443371022.857878
2022-05-26,83537.88683333334,2459389636.8873506
2022-05-27,82863.73159375001,2393782490.638505
2022-05-28,82450.67102083334,2381375763.968343
2022-05-29,84830.91716319445,2471920191.108201
2022-05-30,90569.64405555556,2772208043.9223413
2022-05-31,89289.17492708334,2831098686.522519
2022-06-01,87675.40993055556,2725213915.473527
2022-06-02,84709.68255902777,2544532848.1831317
2022-06-03,85182.53568055556,2553695456.0053115
2022-06-04,83686.98867708334,2484630439.925459
2022-06-05,82855.54687152778,2469631319.3809657
2022-06-06,90287.57041319444,2821983100.087943
2022-06-07,85796.94887847222,2574363788.3694363
2022-06-08,81906.3448888889,2495435010.3040514
2022-06-09,82538.28398611111,2496300189.906417
2022-06-10,85485.98610416666,2533489458.180172
2022-06-11,89580.93415625,2585371758.2529674
2022-06-12,87818.44599652778,2426885144.5480814
2022-06-13,83231.52819097223,2018497733.3743315
2022-06-14,83968.79645833332,1862650889.0035336
2022-06-15,86356.78303819445,1843852719.9856887
2022-06-16,87281.65245138889,1870243780.4803267
2022-06-17,91075.29610763889,1884771569.7100039
2022-06-18,94762.28054513888,1833108613.2342505
2022-06-19,94660.98913194444,1826142195.2299278
2022-06-20,93036.80501041666,1890058554.219034
2022-06-21,96213.02786458333,2021651991.0382237
2022-06-22,94732.94690277778,1924103815.8572798
2022-06-23,95256.20317708334,1955634852.7903414
2022-06-24,97320.14259027777,2052903368.536263
2022-06-25,98962.53947569444,2104285712.633695
2022-06-26,99942.39142708333,2135267364.017976
2022-06-27,97757.19875694445,2057539008.5150843
2022-06-28,99643.53608680556,2063255819.1997766
2022-06-29,101429.12330208333,2043439582.183185
2022-06-30,100156.16720138889,1937429209.3910704
2022-07-01,91707.15251736112,1792031585.8494883
2022-07-02,92833.30652430555,1785647572.4901748
2022-07-03,94115.881375,1804175727.7897432
2022-07-04,99754.86155208334,1948096988.728567
2022-07-05,101264.64371527778,2025775960.0824246
2022-07-06,101437.62162152777,2047571355.1051822
2022-07-07,109008.68596875,2267557648.401564
2022-07-08,110018.82959722221,2394470488.5168185
2022-07-09,109936.99318055555,2376651037.4950714
2022-07-10,108880.57934722221,2301575564.097473
2022-07-11,104800.66638194445,2145552314.0147388
2022-07-12,108333.68576388889,2140826675.9019117
2022-07-13,108364.90719097223,2125299776.756236
2022-07-14,108055.44704166666,2180662798.1255064
2022-07-15,112092.07149305556,2329784654.343931
2022-07-16,112852.21068402778,2354962243.852559
2022-07-17,114525.25667013889,2429902761.1799903
2022-07-18,116183.66505902779,2536886073.2967234
2022-07-19,113658.56800694444,2563702691.4001384
2022-07-20,117510.59835763888,2769030128.3697233
2022-07-21,114360.17956944444,2622033664.300956
2022-07-22,115714.20213541666,2676723902.113245
2022-07-23,119870.81659027778,2696963110.9641957
2022-07-24,116032.86590972223,2626688156.1092634
2022-07-25,113751.61991319444,2495766634.4896693
2022-07-26,111181.49247222222,2336991521.1472883
2022-07-27,112257.52538194443,2429773943.438626
2022-07-28,112732.9936076389,2627476346.10684
2022-07-29,115050.99627777777,2746791732.7694054
2022-07-30,117715.39818402778,2829156729.864475
2022-07-31,115752.13166666667,2745193243.7368374
2022-08-01,115793.49003819445,2687491434.5407925
2022-08-02,112336.20260763889,2579012781.0213413
2022-08-03,116578.13747222222,2700914972.3327312
2022-08-04,112990.96718055556,2580471942.405994
2022-08-05,110943.26998958334,2558169121.550354
2022-08-06,110016.21977083333,2549914533.8770123
2022-08-07,110684.34497222221,2552929276.677405
2022-08-08,119040.80252777778,2832666228.745627
2022-08-09,116070.41348263889,2719164562.938122
2022-08-10,113851.18686111111,2663102723.6203136
2022-08-11,118897.56236111111,2896259232.9552364
2022-08-12,116360.37986805555,2788664232.762818
2022-08-13,120470.19042013888,2953457326.869751
2022-08-14,118688.22627777777,2907224451.144366
2022-08-15,111853.37802777778,2713073884.703291
2022-08-16,109130.53997222222,2614395739.4654737
2022-08-17,112757.69765972222,2670242126.3049636
2022-08-18,117180.94172569444,2743016886.438395
2022-08-19,111953.2322673611,2446563594.5603127
2022-08-20,110563.16991319443,2339654793.8515496
2022-08-21,110403.79959027778,2358185020.424392
2022-08-22,109284.17120138889,2323023543.343237
2022-08-23,109576.06439583334,2342943806.6844044
2022-08-24,111934.89120833334,2402452116.3148475
2022-08-25,111940.57429861111,2416788600.777479
2022-08-26,114930.80438541666,2429886004.4052734
2022-08-27,118490.09335416666,2382645519.707964
2022-08-28,119261.85575347223,2383104662.888298
2022-08-29,120878.37219444446,2413517382.9393463
2022-08-30,121046.08654513888,2436108598.9263787
2022-08-31,114802.89253819444,2318450884.8570437
2022-09-01,117008.3245,2335420569.1578503
2022-09-02,117470.47336111112,2358953551.7710767
2022-09-03,122051.58978125,2420318884.77259
2022-09-04,128357.57444444444,2540432689.901288
2022-09-05,127461.37573958334,2521282327.014873
2022-09-06,128461.39437847222,2515923929.6205716
2022-09-07,132311.53636458333,2498978344.173352
2022-09-08,121325.85269444443,2335314833.4494157
2022-09-09,132783.88393055554,2755390559.2053103
2022-09-10,138684.9570659722,2964549514.5967345
2022-09-11,139520.62744444446,3013172349.3348484
2022-09-12,142695.19533333334,3156534728.1551914
2022-09-13,137489.74244444445,2966784179.4657397
2022-09-14,120513.48212152779,2435805382.8784695
2022-09-15,117752.11801041669,2352335412.936781
2022-09-16,120349.38040277778,2370652700.518559
2022-09-17,124022.44859027777,2472892553.9849243
2022-09-18,125113.75215277777,2484015568.6580567
2022-09-19,119249.93626041667,2264484616.3337994
2022-09-20,117125.5310138889,2245523266.7740498
2022-09-21,116927.31994444445,2222051553.720716
2022-09-22,118764.66581944443,2253216003.4860034
2022-09-23,124101.23453819443,2364052985.774954
2022-09-24,120866.11783680556,2304760687.9033756
2022-09-25,120417.47845486112,2284770591.901344
2022-09-26,124900.6010451389,2374191039.1479616
2022-09-27,137743.00938541666,2720483830.173615
2022-09-28,130550.23443055556,2495214372.692644
2022-09-29,130600.35668055556,2532062153.5278745
2022-09-30,135223.3907951389,2640150351.7718267
2022-10-01,126195.99079166666,2437952321.1225677
2022-10-02,127383.72840625001,2448449396.8918786
2022-10-03,129538.09219444444,2501401871.862388
2022-10-04,152456.5907708333,3040861661.653514
2022-10-05,163391.0591215278,3286911435.7469196
2022-10-06,161556.2232673611,3254502814.23563
2022-10-07,153014.93684027778,3024079635.5545464
2022-10-08,145302.5010173611,2830680785.929634
2022-10-09,145985.29763194444,2836993628.576078
2022-10-10,149585.46976041666,2889716500.233673
