run_id,date,horizon,window_type,model,signal,position,asset_return,btc_return,gross_strategy_return,tc_adjusted_strategy_return,equity_gross,equity_tc_adjusted,equity_buy_hold,trade_flag,turnover
btc_research_20260505T154327Z,2017-12-31,30,official_monthly,buy_hold_direction,long,1.0,-0.2790228469328355,-0.2790228469328355,-0.2790228469328355,-0.2800228469328355,0.7209771530671645,0.7199771530671645,0.7209771530671645,1,1.0
btc_research_20260505T154327Z,2018-01-31,30,official_monthly,buy_hold_direction,long,1.0,0.0891099892178111,0.0891099892178111,0.0891099892178111,0.0891099892178111,0.7852234194032677,0.7841343094140498,0.7852234194032677,0,0.0
btc_research_20260505T154327Z,2018-02-28,30,official_monthly,buy_hold_direction,long,1.0,-0.33561360088558856,-0.33561360088558856,-0.33561360088558856,-0.33561360088558856,0.5216917601176423,0.5209681702536663,0.5216917601176423,0,0.0
btc_research_20260505T154327Z,2018-03-31,30,official_monthly,buy_hold_direction,long,1.0,0.3341747853070649,0.3341747853070649,0.3341747853070649,0.3341747853070649,0.6960279920514202,0.6950625966999996,0.6960279920514202,0,0.0
btc_research_20260505T154327Z,2018-04-30,30,official_monthly,buy_hold_direction,long,1.0,-0.2016285457434851,-0.2016285457434851,-0.2016285457434851,-0.2016285457434851,0.5556888802173343,0.5549181361266882,0.5556888802173343,0,0.0
btc_research_20260505T154327Z,2018-05-31,30,official_monthly,buy_hold_direction,long,1.0,-0.14720240480961932,-0.14720240480961932,-0.14720240480961932,-0.14720240480961932,0.4738901407233782,0.473232852016368,0.4738901407233782,0,0.0
btc_research_20260505T154327Z,2018-06-30,30,official_monthly,buy_hold_direction,long,1.0,0.2799258677871097,0.2799258677871097,0.2799258677871097,0.2799258677871097,0.6065442496011254,0.6057029687824187,0.6065442496011254,0,0.0
btc_research_20260505T154327Z,2018-07-31,30,official_monthly,buy_hold_direction,long,1.0,-0.09631732811199822,-0.09631732811199822,-0.09631732811199822,-0.09631732811199822,0.548123528097848,0.547363277199791,0.548123528097848,0,0.0
btc_research_20260505T154327Z,2018-08-31,30,official_monthly,buy_hold_direction,long,1.0,-0.058447528941512616,-0.058447528941512616,-0.058447528941512616,-0.058447528941512616,0.516087062325825,0.5153712462141351,0.516087062325825,0,0.0
btc_research_20260505T154327Z,2018-09-30,30,official_monthly,buy_hold_direction,long,1.0,-0.051077971233913666,-0.051077971233913666,-0.051077971233913666,-0.051077971233913666,0.48972638220215153,0.48904712852522325,0.48972638220215153,0,0.0
btc_research_20260505T154327Z,2018-10-31,30,official_monthly,buy_hold_direction,long,1.0,-0.36930734845769,-0.36930734845769,-0.36930734845769,-0.36930734845769,0.3088668305212977,0.3084384302187259,0.3088668305212977,0,0.0
btc_research_20260505T154327Z,2018-11-30,30,official_monthly,buy_hold_direction,long,1.0,-0.0369718309859155,-0.0369718309859155,-0.0369718309859155,-0.0369718309859155,0.29744745826610886,0.2970348967071181,0.29744745826610886,0,0.0
btc_research_20260505T154327Z,2018-12-31,30,official_monthly,buy_hold_direction,long,1.0,-0.06888397718223338,-0.06888397718223338,-0.06888397718223338,-0.06888397718223338,0.2769580943379929,0.2765739516600179,0.2769580943379929,0,0.0
btc_research_20260505T154327Z,2019-01-31,30,official_monthly,buy_hold_direction,long,1.0,0.11672284918657483,0.11672284918657483,0.11672284918657483,0.11672284918657483,0.30928543221440763,0.3088564513085652,0.30928543221440763,0,0.0
btc_research_20260505T154327Z,2019-02-28,30,official_monthly,buy_hold_direction,long,1.0,0.07963840997431526,0.07963840997431526,0.07963840997431526,0.07963840997431526,0.33391643226418194,0.33345328800108887,0.33391643226418194,0,0.0
btc_research_20260505T154327Z,2019-03-31,30,official_monthly,buy_hold_direction,long,1.0,0.28710692822204686,0.28710692822204686,0.28710692822204686,0.28710692822204686,0.4297861534144164,0.429190037224623,0.4297861534144164,0,0.0
