run_id,generated_at,as_of_date,horizon,model,selected_model,selection_reason,current_price,predicted_direction,signal,predicted_probability_up,probability_confidence,expected_return,model_implied_forecast_price,reliability_label,is_primary_objective,is_secondary_objective,is_diagnostic
btc_research_20260504T051147Z,2026-05-04T05:11:47+00:00,2026-05-04,30,no_valid_edge,no_valid_edge,No 30d official model beat baselines after transaction costs with sufficient reliability.,80203.4,neutral,neutral,0.5,Low confidence,0.0,80203.4,Low confidence,True,False,False
btc_research_20260504T051147Z,2026-05-04T05:11:47+00:00,2026-05-04,90,no_valid_edge,no_valid_edge,No 30d official model beat baselines after transaction costs with sufficient reliability.,80203.4,neutral,neutral,0.5,Low confidence,0.0,80203.4,Low confidence,False,True,False
btc_research_20260504T051147Z,2026-05-04T05:11:47+00:00,2026-05-04,180,no_valid_edge,no_valid_edge,No 30d official model beat baselines after transaction costs with sufficient reliability.,80203.4,neutral,neutral,0.5,Low confidence,0.0,80203.4,Low confidence,False,False,True
