run_id,date,horizon,window_type,model,signal,position,asset_return,btc_return,gross_strategy_return,tc_adjusted_strategy_return,equity_gross,equity_tc_adjusted,equity_buy_hold,trade_flag,turnover
sol_research_20260529T101537Z,2023-04-30,30,official_monthly,buy_hold_direction,long,1.0,-0.06423229212494508,-0.06423229212494508,-0.06423229212494508,-0.06523229212494508,0.9357677078750549,0.9347677078750549,0.9357677078750549,1,1.0
sol_research_20260529T101537Z,2023-05-31,30,official_monthly,buy_hold_direction,long,1.0,-0.09505520883341323,-0.09505520883341323,-0.09505520883341323,-0.09505520883341323,0.8468181129834271,0.8459131681922606,0.8468181129834271,0,0.0
sol_research_20260529T101537Z,2023-06-30,30,official_monthly,buy_hold_direction,long,1.0,0.2864721485411139,0.2864721485411139,0.2864721485411139,0.2864721485411139,1.0894079172333213,1.0882437309635182,1.0894079172333213,0,0.0
sol_research_20260529T101537Z,2023-07-31,30,official_monthly,buy_hold_direction,long,1.0,-0.12262958280657399,-0.12262958280657399,-0.12262958280657399,-0.12262958280657399,0.9558142788368205,0.9547928562435924,0.9558142788368205,0,0.0
sol_research_20260529T101537Z,2023-08-31,30,official_monthly,buy_hold_direction,long,1.0,0.08261530663963512,0.08261530663963512,0.08261530663963512,0.08261530663963512,1.0347791685734662,1.03367336083949,1.0347791685734662,0,0.0
sol_research_20260529T101537Z,2023-09-30,30,official_monthly,buy_hold_direction,long,1.0,0.63623595505618,0.63623595505618,0.63623595505618,0.63623595505618,1.6931428811630453,1.6913335187893341,1.6931428811630453,0,0.0
sol_research_20260529T101537Z,2023-10-31,30,official_monthly,buy_hold_direction,long,1.0,0.5428051001821494,0.5428051001821494,0.5428051001821494,0.5428051001821494,2.6121894723954453,2.609397978897206,2.6121894723954453,0,0.0
sol_research_20260529T101537Z,2023-11-30,30,official_monthly,buy_hold_direction,long,1.0,0.71900826446281,0.71900826446281,0.71900826446281,0.71900826446281,4.490375291390517,4.48557669099685,4.490375291390517,0,0.0
sol_research_20260529T101537Z,2023-12-31,30,official_monthly,buy_hold_direction,long,1.0,-0.0028518045038842255,-0.0028518045038842255,-0.0028518045038842255,-0.0028518045038842255,4.477569618910399,4.472784703186947,4.477569618910399,0,0.0
sol_research_20260529T101537Z,2024-01-31,30,official_monthly,buy_hold_direction,long,1.0,0.33660096997213906,0.33660096997213906,0.33660096997213906,0.33660096997213906,5.984723895753421,5.978328372756219,5.984723895753421,0,0.0
sol_research_20260529T101537Z,2024-02-29,30,official_monthly,buy_hold_direction,long,1.0,0.5450568678915135,0.5450568678915135,0.5450568678915135,0.5450568678915135,9.246738757568277,9.236857310837692,9.246738757568277,0,0.0
sol_research_20260529T101537Z,2024-03-31,30,official_monthly,buy_hold_direction,long,1.0,-0.37414764304773196,-0.37414764304773196,-0.37414764304773196,-0.37414764304773196,5.787093245545993,5.780908918819558,5.787093245545993,0,0.0
sol_research_20260529T101537Z,2024-04-30,30,official_monthly,buy_hold_direction,long,1.0,0.3171482709616298,0.3171482709616298,0.3171482709616298,0.3171482709616298,7.622459862264631,7.614314187009846,7.622459862264631,0,0.0
