run_id,generated_at,as_of_date,asset_id,horizon,selected_model,selected_feature_set,strategy_action,risk_label,probability_up,expected_return,long_threshold,expected_return_threshold,risk_off_threshold,active_signal_count,active_coverage,risk_off_bucket_count,risk_off_bucket_avg_return,signal_policy_promoted,asset_feature_set_promoted,reliability_label,reason
sol_research_20260512T125045Z,2026-05-12T12:50:45+00:00,2026-05-12,sol,30,logistic_linear,all_features,cash,Neutral / no edge,0.418848167539267,-0.049691876074175245,,,,0,0.0,0,,False,False,Medium confidence,Current forecast does not clear the promoted long policy or supported downside-risk bucket.
