run_id,generated_at,horizon,window_type,is_official,model,rank,test_start,test_end,sample_count,directional_accuracy,balanced_accuracy,brier_score,calibration_error,mae,rmse,sharpe,max_drawdown,num_trades,turnover,tc_adjusted_return,beats_buy_hold_direction,beats_momentum_30d,beats_momentum_90d,beats_random_baseline,useful_model,reliability_label,selection_eligible,notes
sol_research_20260506T111057Z,2026-05-06T11:10:57+00:00,30,official_monthly,True,logistic_linear,1,2023-04-30,2026-03-31,36,0.6944444444444444,0.6944444444444444,0.2541986421929217,0.11858012628825504,0.17301307228100582,0.23035579849581297,1.3210763699582038,-0.37414764304773196,5,0.1388888888888889,9.826501332953203,True,True,True,True,True,Medium confidence,True,
sol_research_20260506T111057Z,2026-05-06T11:10:57+00:00,30,official_monthly,True,random_forest,2,2023-04-30,2026-03-31,36,0.6388888888888888,0.6388888888888888,0.24177531412122485,0.10310950923148053,0.18117807666660404,0.23262672289951256,1.243441584789494,-0.37414764304773196,4,0.1111111111111111,8.087512725386622,True,True,True,True,True,Medium confidence,True,
sol_research_20260506T111057Z,2026-05-06T11:10:57+00:00,30,official_monthly,True,random_permutation,3,2023-04-30,2026-03-31,36,0.5555555555555556,0.5555555555555556,0.2410178787433036,0.0860069206359218,0.19216121024496172,0.2413878936189522,0.9578256047746427,-0.37414764304773196,21,0.5833333333333334,2.8685137559533547,True,True,False,False,False,Low confidence,False,baseline
sol_research_20260506T111057Z,2026-05-06T11:10:57+00:00,30,official_monthly,True,hgb,4,2023-04-30,2026-03-31,36,0.5555555555555556,0.5555555555555556,0.2482187658289344,0.13641905076685812,0.1681737200382889,0.2281975910258548,1.0959267315511783,-0.37414764304773196,7,0.19444444444444445,4.8564390810615405,True,True,False,False,False,Low confidence,False,does not beat baselines after transaction costs
sol_research_20260506T111057Z,2026-05-06T11:10:57+00:00,30,official_monthly,True,momentum_90d,5,2023-04-30,2026-03-31,36,0.5555555555555556,0.5555555555555556,0.2488888888888889,0.01111111111111085,0.37880777734396165,0.48340194624383387,0.946061600353129,-0.4299408098334305,10,0.2777777777777778,3.4570607695235873,True,True,False,False,False,Low confidence,False,baseline
sol_research_20260506T111057Z,2026-05-06T11:10:57+00:00,30,official_monthly,True,buy_hold_direction,6,2023-04-30,2026-03-31,36,0.5,0.5,0.4901,0.4900000000000002,0.19405294034327822,0.2367407748356866,1.072679344609367,-0.5529337741212068,1,0.027777777777777776,5.214781852389298,False,True,False,False,False,Low confidence,False,baseline
sol_research_20260506T111057Z,2026-05-06T11:10:57+00:00,30,official_monthly,True,momentum_30d,7,2023-04-30,2026-03-31,36,0.4722222222222222,0.4722222222222222,0.2655555555555556,0.005555555555555425,0.2677277473527655,0.3384427691448484,0.7444080471709749,-0.558023727205674,20,0.5555555555555556,1.727065075424163,False,False,False,False,False,Low confidence,False,baseline
sol_research_20260506T111057Z,2026-05-06T11:10:57+00:00,30,sensitivity_weekly,False,logistic_linear,1,2023-04-16,2026-04-05,156,0.6474358974358975,0.6427631578947368,0.2534921891238433,0.08388839363940523,0.20049548314738339,0.2590223112783226,2.3062839713775816,-0.9577818388060206,15,0.09615384615384616,6394.521044989419,True,True,True,True,True,Medium confidence,False,
sol_research_20260506T111057Z,2026-05-06T11:10:57+00:00,30,sensitivity_weekly,False,random_forest,2,2023-04-16,2026-04-05,156,0.5833333333333334,0.58125,0.26220641277649426,0.09808442876665979,0.20453239542605914,0.2634825227606246,2.1033993019999064,-0.9366906678180442,22,0.14102564102564102,2093.3434386488702,True,True,True,True,True,Medium confidence,False,
sol_research_20260506T111057Z,2026-05-06T11:10:57+00:00,30,sensitivity_weekly,False,random_permutation,3,2023-04-16,2026-04-05,156,0.5769230769230769,0.575657894736842,0.23867035581819487,0.016533159179344305,0.20672772351516963,0.26242887278710525,1.822120653713138,-0.7607819030533255,83,0.532051282051282,417.69757749528276,True,True,True,False,False,Low confidence,False,baseline
