run_id,asset_id,horizon,window_type,candidate_feature_set,model_name,n_features,n_samples,directional_accuracy,brier_score,calibration_error,net_return,max_drawdown,bootstrap_ci_low,permutation_p_value,beats_buy_hold,beats_momentum_30d,beats_momentum_90d,beats_random_baseline,promotion_eligible,reliability_label,rejection_reason
btc_research_20260511T151538Z,btc,30,official_monthly,btc_dominance_regime_pack,logistic_linear,0,0,,,,,,,,False,False,False,False,False,Low confidence,no_candidate_features_or_below_minimum_feature_count
btc_research_20260511T151538Z,btc,30,official_monthly,btc_stablecoin_liquidity_v2,logistic_linear,7,29,0.3793103448275862,0.289602448778408,0.14120314938010053,0.25471517679629385,-0.36366607374693816,0.20689655172413793,1.0,False,False,False,False,False,Low confidence,failed_official_model_selection_gates; did_not_improve_current_all_features_reference; materially_worsened_brier_calibration_or_drawdown; failed_bootstrap_or_permutation_stability_check; failed_regime_stability_check
btc_research_20260511T151538Z,btc,30,official_monthly,btc_etf_flow_pack,logistic_linear,0,0,,,,,,,,False,False,False,False,False,Low confidence,no_candidate_features_or_below_minimum_feature_count
btc_research_20260511T151538Z,btc,30,official_monthly,btc_dollar_rates_cycle_plus_dominance,logistic_linear,0,0,,,,,,,,False,False,False,False,False,Low confidence,no_candidate_features_or_below_minimum_feature_count
btc_research_20260511T151538Z,btc,30,official_monthly,btc_dollar_rates_cycle_plus_stablecoin_v2,logistic_linear,13,100,0.55,0.2586443152672677,0.13161389841865176,9.034978903736137,-0.4712962464856435,0.44,0.22310756972111553,True,True,False,True,False,Low confidence,failed_official_model_selection_gates; materially_worsened_brier_calibration_or_drawdown; failed_bootstrap_or_permutation_stability_check; failed_regime_stability_check
btc_research_20260511T151538Z,btc,30,official_monthly,btc_core_liquidity_regime_v2,logistic_linear,26,100,0.52,0.2652302526239682,0.11993840868048827,7.178502781019006,-0.5519689953752231,0.41,0.4860557768924303,True,False,False,True,False,Low confidence,failed_official_model_selection_gates; materially_worsened_brier_calibration_or_drawdown; failed_bootstrap_or_permutation_stability_check; failed_regime_stability_check
