run_id,asset_id,source,status,rows,events,markets,first_date,last_date,missing_pct,used_in_model,failure_reason
btc_research_20260505T051934Z,btc,Polymarket Gamma/CLOB APIs,worked,528,19,290,2024-02-29,2026-05-05,0.8271783731595462,False,
