run_id,horizon,window_type,feature_group,model_name,n_features,n_samples,directional_accuracy,balanced_accuracy,brier_score,calibration_error,sharpe,max_drawdown,net_return,beats_buy_hold,beats_momentum,reliability_label
btc_research_20260505T154327Z,30,official_monthly,price_momentum_only,buy_hold_direction,0,100,0.51,0.5,0.48030000000000006,0.47999999999999987,0.7218542351604857,-0.712253337992643,8.40243525635288,False,False,Low confidence
btc_research_20260505T154327Z,30,official_monthly,price_momentum_only,momentum_30d,0,100,0.52,0.5202080832332934,0.256,0.01200000000000001,0.6663763289831129,-0.48181901255299286,5.063173250773783,True,False,Low confidence
btc_research_20260505T154327Z,30,official_monthly,price_momentum_only,momentum_90d,0,100,0.55,0.5492196878751501,0.25000000000000006,0.002000000000000224,0.7443711700964941,-0.5161669484906326,8.404250921258626,True,True,Low confidence
btc_research_20260505T154327Z,30,official_monthly,price_momentum_only,random_permutation,0,100,0.45,0.4483793517406963,0.2717284881146795,0.10810282848841117,0.3778009394908933,-0.7389610874794639,0.7202328093197985,False,False,Low confidence
btc_research_20260505T154327Z,30,official_monthly,price_momentum_only,logistic_linear,40,100,0.48,0.4741896758703481,0.251396026639094,0.07092284639899203,0.6192232276583031,-0.665564341099657,4.221858976692335,False,False,Low confidence
btc_research_20260505T154327Z,30,official_monthly,price_momentum_only,hgb,40,100,0.44,0.4361744697879152,0.2711266615818179,0.08102127590579969,0.5702399131670873,-0.6469570679338759,3.123033806333061,False,False,Low confidence
btc_research_20260505T154327Z,30,official_monthly,price_momentum_only,random_forest,40,100,0.53,0.5256102440976391,0.25384091929508856,0.07197424058984404,0.743555827406448,-0.5065576715997626,8.731293804427487,True,True,Low confidence
btc_research_20260505T154327Z,30,official_monthly,macro_liquidity_only,buy_hold_direction,0,100,0.51,0.5,0.48030000000000006,0.47999999999999987,0.7218542351604857,-0.712253337992643,8.40243525635288,False,False,Low confidence
btc_research_20260505T154327Z,30,official_monthly,macro_liquidity_only,momentum_30d,0,100,0.52,0.5202080832332934,0.256,0.01200000000000001,0.6663763289831129,-0.48181901255299286,5.063173250773783,True,False,Low confidence
btc_research_20260505T154327Z,30,official_monthly,macro_liquidity_only,momentum_90d,0,100,0.55,0.5492196878751501,0.25000000000000006,0.002000000000000224,0.7443711700964941,-0.5161669484906326,8.404250921258626,True,True,Low confidence
btc_research_20260505T154327Z,30,official_monthly,macro_liquidity_only,random_permutation,0,100,0.45,0.4483793517406963,0.2717284881146795,0.10810282848841117,0.3778009394908933,-0.7389610874794639,0.7202328093197985,False,False,Low confidence
btc_research_20260505T154327Z,30,official_monthly,macro_liquidity_only,logistic_linear,9,100,0.53,0.5248099239695878,0.2580892937389989,0.07969308173999305,0.7428435554989664,-0.6655643410996571,7.869209143670707,True,True,Low confidence
btc_research_20260505T154327Z,30,official_monthly,macro_liquidity_only,hgb,9,100,0.48,0.47699079631852737,0.28276909663062055,0.16359115821796302,0.5783668594546975,-0.626220259083065,3.4635573920192604,False,False,Low confidence
btc_research_20260505T154327Z,30,official_monthly,macro_liquidity_only,random_forest,9,100,0.48,0.4765906362545018,0.276138137830596,0.09297423588136666,0.5472233805866208,-0.5376201375994099,2.826903566142079,False,False,Low confidence
