run_id,horizon,window_type,model,metric,estimate,ci_low,ci_high,ci_method,permutation_p_value,bootstrap_iterations,sample_count
spx_research_20260511T075454Z,30,sensitivity_weekly,logistic_linear,directional_accuracy,0.7115384615384616,0.6346153846153846,0.7884615384615384,bootstrap_rows,0.2714570858283433,500,156
spx_research_20260511T075454Z,30,sensitivity_weekly,logistic_linear,tc_adjusted_return,9.813916788359101,3.6925529278722777,25.340577752038204,bootstrap_rows,,500,156
spx_research_20260511T075454Z,30,sensitivity_weekly,logistic_linear,sharpe,3.1151178460535482,1.969233362282926,4.611581966520834,bootstrap_rows,,500,156
spx_research_20260511T075454Z,30,sensitivity_weekly,hgb,directional_accuracy,0.6858974358974359,0.6089743589743589,0.7564102564102564,bootstrap_rows,0.2315369261477046,500,156
spx_research_20260511T075454Z,30,sensitivity_weekly,hgb,tc_adjusted_return,9.454041138651558,3.295673773509341,24.415765278679597,bootstrap_rows,,500,156
spx_research_20260511T075454Z,30,sensitivity_weekly,hgb,sharpe,3.1434106435917877,1.830251243254787,4.5392345763089725,bootstrap_rows,,500,156
spx_research_20260511T075454Z,30,sensitivity_weekly,random_forest,directional_accuracy,0.7115384615384616,0.6410256410256411,0.782051282051282,bootstrap_rows,0.06786427145708583,500,156
spx_research_20260511T075454Z,30,sensitivity_weekly,random_forest,tc_adjusted_return,10.894858956549951,3.747307887138213,27.122164389981446,bootstrap_rows,,500,156
spx_research_20260511T075454Z,30,sensitivity_weekly,random_forest,sharpe,3.307097821814282,2.096246537539491,4.652143735768301,bootstrap_rows,,500,156
spx_research_20260511T075454Z,90,official_quarterly,buy_hold_direction,directional_accuracy,0.75,0.59375,0.90625,bootstrap_rows,1.0,500,32
spx_research_20260511T075454Z,90,official_quarterly,buy_hold_direction,tc_adjusted_return,1.922999047326325,0.04329871898757245,5.7983945226378,bootstrap_rows,,500,32
spx_research_20260511T075454Z,90,official_quarterly,buy_hold_direction,sharpe,0.8923525521251858,0.12647307876084543,2.1359153762686924,bootstrap_rows,,500,32
