run_id,asset_id,fred_api_status,fallback_used,selected_model_before,selected_model_after,accuracy_before,accuracy_after,accuracy_delta,best_macro_candidate,best_macro_candidate_accuracy,promotion_changed,notes
btc_research_20260506T125607Z,btc,worked,False,no_valid_edge,no_valid_edge,0.55,0.55,0.0,btc_dollar_rates_cycle / logistic_linear,0.56,False,live_fred_did_not_change_selected_model_or_promotion
