run_id,horizon,window_type,model_name,regime,n_samples,directional_accuracy,net_return,sharpe,max_drawdown,reliability_label
btc_research_20260506T125607Z,30,official_monthly,buy_hold_direction,bull_market,55,0.5272727272727272,4.053524666691979,0.8318450922903503,-0.5665353183595743,Low confidence
btc_research_20260506T125607Z,30,official_monthly,buy_hold_direction,bear_market,45,0.4888888888888889,0.8605697758486808,0.5748505511981511,-0.6326979205911218,Low confidence
btc_research_20260506T125607Z,30,official_monthly,buy_hold_direction,high_volatility,34,0.4411764705882353,-0.09848902114232783,0.28883974512337096,-0.44379800467619757,Low confidence
btc_research_20260506T125607Z,30,official_monthly,buy_hold_direction,low_volatility,66,0.5454545454545454,9.429640322591457,0.9537041757727069,-0.6474157715645641,Low confidence
btc_research_20260506T125607Z,30,official_monthly,buy_hold_direction,high_rate,66,0.5,0.5997453704641966,0.4389759328246688,-0.6841876090333896,Low confidence
btc_research_20260506T125607Z,30,official_monthly,buy_hold_direction,low_rate,34,0.5294117647058824,4.877457394125523,1.1919759567425723,-0.4294903282393202,Low confidence
btc_research_20260506T125607Z,30,official_monthly,buy_hold_direction,pre_halving,24,0.5416666666666666,1.4427208313528417,0.9971819186843225,-0.42068156150883707,Low confidence
btc_research_20260506T125607Z,30,official_monthly,buy_hold_direction,post_halving,24,0.625,6.624059379733719,1.8117226604684806,-0.3933768707482994,Low confidence
btc_research_20260506T125607Z,30,official_monthly,buy_hold_direction,pre_etf,73,0.5068493150684932,2.9674591651172326,0.6622602531513189,-0.712253337992643,Low confidence
btc_research_20260506T125607Z,30,official_monthly,buy_hold_direction,post_etf,27,0.5185185185185185,1.3698883504639778,0.9909556446477077,-0.3636660737469384,Low confidence
btc_research_20260506T125607Z,30,official_monthly,hgb,bull_market,55,0.4909090909090909,0.7659877399579724,0.4856951916214373,-0.5999457374270398,Low confidence
btc_research_20260506T125607Z,30,official_monthly,hgb,bear_market,45,0.6222222222222222,6.021561586729717,1.2022833696390243,-0.3191507437413972,Low confidence
btc_research_20260506T125607Z,30,official_monthly,hgb,high_volatility,34,0.4411764705882353,-0.263141830955671,0.17489435135734244,-0.4437980046761977,Low confidence
btc_research_20260506T125607Z,30,official_monthly,hgb,low_volatility,66,0.6060606060606061,15.828193264935567,1.2549976037096702,-0.25027277722411656,Low confidence
btc_research_20260506T125607Z,30,official_monthly,hgb,high_rate,66,0.5757575757575758,2.3627580139256277,0.6937466092135816,-0.396490057462229,Low confidence
btc_research_20260506T125607Z,30,official_monthly,hgb,low_rate,34,0.5,2.6874469189202768,0.9727239554069321,-0.4294903282393202,Low confidence
btc_research_20260506T125607Z,30,official_monthly,hgb,pre_halving,24,0.5416666666666666,1.170530532876883,0.9286273636811013,-0.3676275547564938,Low confidence
btc_research_20260506T125607Z,30,official_monthly,hgb,post_halving,24,0.5,2.2528767040574795,1.2054601633004847,-0.40868050397004896,Low confidence
btc_research_20260506T125607Z,30,official_monthly,hgb,pre_etf,73,0.5616438356164384,5.950096949563649,0.8078669610725056,-0.4294903282393202,Low confidence
btc_research_20260506T125607Z,30,official_monthly,hgb,post_etf,27,0.5185185185185185,0.7841465763010738,0.8398284159400611,-0.21296899861591845,Low confidence
btc_research_20260506T125607Z,30,official_monthly,logistic_linear,bull_market,55,0.4727272727272727,1.9583075052262258,0.664753976180792,-0.5669687830412146,Low confidence
