run_id,asset_id,source,status,rows,events,markets,first_date,last_date,missing_pct,used_in_model,failure_reason
btc_research_20260512T082912Z,btc,Polymarket Gamma/CLOB APIs,worked,535,19,290,2024-02-29,2026-05-12,0.8257831325301205,False,
