run_id,asset_id,asset_name,as_of_date,selected_model,selected_signal,strategy_action,risk_label,reliability_label,best_ml_model,best_ml_accuracy,best_ml_tc_adjusted_return,best_baseline_model,best_baseline_accuracy,best_baseline_tc_adjusted_return,selected_model_status,equity_chart_role,equity_chart_model,deployability_decision,caution_reason,why_no_signal
sol_research_20260507T143325Z,sol,SOL,2026-05-07,logistic_linear,neutral,cash,Neutral / no edge,Medium confidence,logistic_linear,0.6944444444444444,9.826501332953203,momentum_90d,0.5555555555555556,3.4570607695235873,active_selected_model,Selected model strategy,logistic_linear,diagnostic_only,"Selected model exists, but current reliability or signal policy does not support a deployable long action.",Current forecast does not clear the promoted long policy or supported downside-risk bucket.
