run_id,horizon,window_type,model_name,is_baseline,n_samples,directional_accuracy,beats_buy_hold,beats_momentum_30d,beats_momentum_90d,beats_random_baseline,passes_transaction_cost_check,passes_calibration_check,passes_sample_threshold,passes_reliability_check,final_rejection_reason
sol_research_20260506T132122Z,90,sensitivity_overlapping_monthly,momentum_90d,True,34,0.4411764705882353,False,False,False,False,False,False,True,False,baseline_not_selectable; sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; did_not_beat_30d_momentum; did_not_beat_90d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; failed_calibration_check; low_reliability
sol_research_20260506T132122Z,90,sensitivity_overlapping_monthly,random_permutation,True,34,0.5294117647058824,False,False,True,False,False,False,True,False,baseline_not_selectable; sensitivity_window_not_selection_eligible; did_not_beat_buy_hold; did_not_beat_30d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; failed_calibration_check; low_reliability
sol_research_20260506T132122Z,90,sensitivity_overlapping_monthly,logistic_linear,False,34,0.7058823529411765,True,True,True,True,True,True,True,True,selected_model
sol_research_20260506T132122Z,90,sensitivity_overlapping_monthly,hgb,False,34,0.7647058823529411,True,True,True,True,True,False,True,False,sensitivity_window_not_selection_eligible; failed_calibration_check; low_reliability
sol_research_20260506T132122Z,90,sensitivity_overlapping_monthly,random_forest,False,34,0.7941176470588235,True,True,True,True,True,True,True,True,sensitivity_window_not_selection_eligible
sol_research_20260506T132122Z,180,diagnostic_semiannual,buy_hold_direction,True,6,0.5,False,True,True,True,False,False,False,False,baseline_not_selectable; diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; below_sample_threshold; did_not_beat_buy_hold; failed_transaction_cost_check; failed_calibration_check; low_reliability
sol_research_20260506T132122Z,180,diagnostic_semiannual,momentum_30d,True,6,0.3333333333333333,False,False,False,False,False,True,False,False,baseline_not_selectable; diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; below_sample_threshold; did_not_beat_buy_hold; did_not_beat_30d_momentum; did_not_beat_90d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; low_reliability
sol_research_20260506T132122Z,180,diagnostic_semiannual,momentum_90d,True,6,0.3333333333333333,False,False,False,False,False,True,False,False,baseline_not_selectable; diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; below_sample_threshold; did_not_beat_buy_hold; did_not_beat_30d_momentum; did_not_beat_90d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; low_reliability
sol_research_20260506T132122Z,180,diagnostic_semiannual,random_permutation,True,6,0.3333333333333333,False,False,False,False,False,True,False,False,baseline_not_selectable; diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; below_sample_threshold; did_not_beat_buy_hold; did_not_beat_30d_momentum; did_not_beat_90d_momentum; did_not_beat_random_baseline; failed_transaction_cost_check; low_reliability
sol_research_20260506T132122Z,180,diagnostic_semiannual,logistic_linear,False,6,0.6666666666666666,True,True,True,True,True,False,False,False,selected_model
sol_research_20260506T132122Z,180,diagnostic_semiannual,hgb,False,6,0.5,False,True,True,True,True,False,False,False,diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; below_sample_threshold; did_not_beat_buy_hold; failed_calibration_check; low_reliability
sol_research_20260506T132122Z,180,diagnostic_semiannual,random_forest,False,6,0.5,False,True,True,True,True,False,False,False,diagnostic_horizon_not_selection_eligible; sensitivity_window_not_selection_eligible; below_sample_threshold; did_not_beat_buy_hold; failed_calibration_check; low_reliability
