run_id,asset_id,candidate_feature_set,model_name,n_samples,active_signal_count,active_coverage,active_hit_rate,missed_up_month_rate,after_cost_return,max_drawdown,bootstrap_ci_low,permutation_p_value,valid_signal_policy,promoted_signal_policy,enough_active_signals,high_confidence_active_floor_met,deployment_role,latest_strategy_action,latest_risk_label,selected_model,can_change_selected_model,audit_conclusion
sol_research_20260507T143325Z,sol,sol_price_plus_ecosystem,logistic_linear,36,12,0.3333333333333333,0.75,0.5,2.550216424865942,-0.22946234517284547,0.51875,0.043824701195219126,True,True,True,False,diagnostic_interpretation_layer,cash,Neutral / no edge,logistic_linear,False,useful_interpretation_limited_active_support
