run_id,asset_id,feature_name,horizon,window_type,n_samples,coverage_pct,pearson_corr,spearman_corr,information_coefficient,ic_t_stat,ic_p_value,first_date,last_date,used_in_official_model,notes
sol_research_20260504T130959Z,sol,polymarket_downside_probability_chg_7d,90,official_quarterly,5,0.45454545454545453,-0.729521574431242,-0.7999999999999999,-0.7999999999999999,-2.3094010767585025,0.020921335337794066,2024-10-10,2026-05-04,False,diagnostic_only_prediction_market_factor
sol_research_20260504T130959Z,sol,polymarket_downside_probability_z_30d,90,official_quarterly,4,0.36363636363636365,-0.4428457536851316,-0.7999999999999999,-0.7999999999999999,-1.8856180831641263,0.05934643879191997,2024-10-12,2026-05-04,False,diagnostic_only_prediction_market_factor
sol_research_20260504T130959Z,sol,polymarket_ladder_skew,90,official_quarterly,5,0.45454545454545453,-0.397044255666327,0.0,0.0,0.0,1.0,2024-10-03,2026-05-04,False,diagnostic_only_prediction_market_factor
sol_research_20260504T130959Z,sol,polymarket_ladder_skew_chg_7d,90,official_quarterly,5,0.45454545454545453,0.8293729858263874,0.9999999999999999,0.9999999999999999,1224.7439528083617,0.0,2024-10-10,2026-05-04,False,diagnostic_only_prediction_market_factor
sol_research_20260504T130959Z,sol,polymarket_ladder_skew_z_30d,90,official_quarterly,4,0.36363636363636365,0.9971632949858844,1.0,1.0,999.9992499799355,0.0,2024-10-12,2026-05-04,False,diagnostic_only_prediction_market_factor
sol_research_20260504T130959Z,sol,polymarket_ladder_width,90,official_quarterly,5,0.45454545454545453,0.6429399298847402,0.6,0.6,1.299038105676658,0.19393085228241072,2024-10-03,2026-05-04,False,diagnostic_only_prediction_market_factor
sol_research_20260504T130959Z,sol,polymarket_ladder_width_chg_7d,90,official_quarterly,5,0.45454545454545453,-0.3372340910804162,-0.39999999999999997,-0.39999999999999997,-0.7559289460184544,0.44969179796889086,2024-10-10,2026-05-04,False,diagnostic_only_prediction_market_factor
sol_research_20260504T130959Z,sol,polymarket_ladder_width_z_30d,90,official_quarterly,4,0.36363636363636365,0.2949456265493248,-0.19999999999999998,-0.19999999999999998,-0.28867513459481287,0.7728299926844475,2024-10-12,2026-05-04,False,diagnostic_only_prediction_market_factor
sol_research_20260504T130959Z,sol,polymarket_market_count,90,official_quarterly,5,0.45454545454545453,-0.5024421584911944,-0.39999999999999997,-0.39999999999999997,-0.7559289460184544,0.44969179796889086,2024-10-03,2026-05-04,False,diagnostic_only_prediction_market_factor
sol_research_20260504T130959Z,sol,polymarket_market_count_chg_7d,90,official_quarterly,5,0.45454545454545453,,,,,,2024-10-10,2026-05-04,False,diagnostic_only_prediction_market_factor
sol_research_20260504T130959Z,sol,polymarket_market_count_z_30d,90,official_quarterly,5,0.45454545454545453,-0.30786330108345056,-0.19999999999999998,-0.19999999999999998,-0.35355339059327373,0.7236736098317631,2024-10-12,2026-05-04,False,diagnostic_only_prediction_market_factor
