run_id,asset_id,source,status,rows,events,markets,first_date,last_date,missing_pct,used_in_model,failure_reason
sol_research_20260529T101537Z,sol,Polymarket Gamma/CLOB APIs,worked,579,20,274,2024-10-02,2026-05-29,0.7300312360553325,False,
