run_id,asset_id,horizon,window_type,candidate_feature_set,model_name,audit_role,n_samples,directional_accuracy,brier_score,calibration_error,tc_adjusted_return,max_drawdown,bootstrap_ci_low,permutation_p_value,beats_current_reference,accuracy_delta_vs_reference,return_delta_vs_reference,promotion_eligible,reliability_label,rejection_reason,audit_conclusion,notes
sol_research_20260512T125045Z,sol,30,official_monthly,all_features,logistic_linear,current_reference,36,0.6944444444444444,0.2540976677758404,0.12230947042338777,12.40200918464413,-0.37414764304773196,,,False,0.0,0.0,False,Medium confidence,current_all_features_reference,current_official_reference,Reference selected SOL model. Challengers must improve accuracy and after-cost return without worse quality or stability.
sol_research_20260512T125045Z,sol,30,official_monthly,price_plus_risk_assets,logistic_linear,challenger,36,0.6944444444444444,0.24207816519745246,0.0910128089155711,7.880314146776897,-0.34999420162664596,0.5277777777777778,0.027888446215139442,False,0.0,-4.521695037867234,False,Medium confidence,did_not_improve_current_all_features_reference,accuracy_not_enough_without_reference_improvement,"Accuracy matched or improved, but the current reference comparison gate still failed."
sol_research_20260512T125045Z,sol,30,official_monthly,sol_dollar_rates_only,random_forest,challenger,36,0.6944444444444444,0.20300175954051136,0.047704192577605734,9.840303830652827,-0.37414764304773196,0.5277777777777778,0.0398406374501992,False,0.0,-2.5617053539913037,False,Medium confidence,did_not_improve_current_all_features_reference,accuracy_not_enough_without_reference_improvement,"Accuracy matched or improved, but the current reference comparison gate still failed."
sol_research_20260512T125045Z,sol,30,official_monthly,price_plus_macro,logistic_linear,challenger,36,0.6944444444444444,0.2237091865468878,0.05478719227111038,9.364454567131476,-0.34999420162664596,0.5555555555555556,0.03187250996015936,False,0.0,-3.0375546175126544,False,Medium confidence,did_not_improve_current_all_features_reference,accuracy_not_enough_without_reference_improvement,"Accuracy matched or improved, but the current reference comparison gate still failed."
sol_research_20260512T125045Z,sol,30,official_monthly,sol_price_plus_ecosystem,logistic_linear,challenger,36,0.6388888888888888,0.24992456841523752,0.05058625164022064,4.583973967862135,-0.47601848208086717,0.4722222222222222,0.0796812749003984,False,-0.05555555555555558,-7.818035216781996,False,Low confidence,failed_official_model_selection_gates; did_not_improve_current_all_features_reference; materially_worsened_brier_calibration_or_drawdown; failed_bootstrap_or_permutation_stability_check,rejected_quality_tradeoff,"Rejected because calibration, Brier score, or drawdown worsened beyond the materiality rule."
