run_id,asset_id,horizon,window_type,candidate_feature_set,model_name,n_samples,policy_source,long_threshold_median,expected_return_min_median,threshold_050_used,threshold_050_diagnostic_only,active_signal_count,active_coverage,abstention_rate,active_hit_rate,missed_up_month_rate,after_cost_return,max_drawdown,bootstrap_ci_low,bootstrap_ci_high,permutation_p_value,risk_off_count,risk_off_rate,risk_off_hit_rate,risk_off_avg_return,risk_off_probability_threshold_median,valid_signal_policy,high_confidence_policy_eligible,promoted_signal_policy,rejection_reason
spx_research_20260507T094719Z,spx,30,official_monthly,all_features,logistic_linear,0,train_calibration_only,,,False,True,0,0.0,1.0,,,,,,,,0,0.0,,,,False,False,False,empty_predictions
spx_research_20260507T094719Z,spx,30,official_monthly,price_momentum_only,logistic_linear,99,train_calibration_only,0.55,0.0,False,True,72,0.7272727272727273,0.2727272727272727,0.7222222222222222,0.22388059701492538,1.73659921078479,-0.2286956124312589,0.6142361111111112,0.8194444444444444,0.10756972111553785,6,0.06060606060606061,0.3333333333333333,0.004057929861262817,0.45,True,True,False,failed_bootstrap_or_permutation_check
spx_research_20260507T094719Z,spx,30,official_monthly,spx_macro_risk,logistic_linear,99,train_calibration_only,0.55,0.0,False,True,88,0.8888888888888888,0.11111111111111116,0.6931818181818182,0.08955223880597014,1.5716265568678103,-0.2286956124312589,0.5909090909090909,0.7954545454545454,0.32270916334661354,2,0.020202020202020204,0.0,0.031379986116488845,0.45,True,True,False,failed_bootstrap_or_permutation_check
spx_research_20260507T094719Z,spx,30,official_monthly,spx_rates_liquidity,logistic_linear,99,train_calibration_only,0.55,0.0,False,True,86,0.8686868686868687,0.13131313131313127,0.6744186046511628,0.13432835820895522,0.8615871386050058,-0.23423076227930562,0.5697674418604651,0.7790697674418605,0.6892430278884463,3,0.030303030303030304,0.3333333333333333,0.03324253083542065,0.45,True,True,False,failed_bootstrap_or_permutation_check
spx_research_20260507T094719Z,spx,30,official_monthly,spx_cross_asset_risk,logistic_linear,99,train_calibration_only,0.55,0.0,False,True,87,0.8787878787878788,0.12121212121212122,0.7011494252873564,0.08955223880597014,2.3054202204865066,-0.1918202676399754,0.6117816091954024,0.7931034482758621,0.13147410358565736,0,0.0,,,0.45,True,True,False,failed_bootstrap_or_permutation_check
spx_research_20260507T094719Z,spx,30,official_monthly,spx_price_macro_risk,logistic_linear,99,train_calibration_only,0.55,0.0,False,True,81,0.8181818181818182,0.18181818181818177,0.7037037037037037,0.14925373134328357,1.855849252980763,-0.22869561243125902,0.6049382716049383,0.7996913580246914,0.18725099601593626,7,0.0707070707070707,0.42857142857142855,0.015039526190541592,0.45,True,True,False,failed_bootstrap_or_permutation_check
