run_id,horizon,window_type,model_name,regime,n_samples,directional_accuracy,net_return,sharpe,max_drawdown,reliability_label
spx_research_20260507T144238Z,90,official_quarterly,logistic_linear,pre_etf,24,0.7083333333333334,1.188759310836112,0.8638807407494274,-0.20437483507620924,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,logistic_linear,post_etf,8,0.75,0.2831421370474787,1.2693640308565606,-0.04370584558740376,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_30d,bull_market,25,0.64,0.23799526177117158,0.3005977056466547,-0.19491077269357693,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_30d,bear_market,7,0.14285714285714285,-0.002997000999999999,-1.6035674514745462,-0.002997000999999999,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_30d,high_volatility,20,0.55,0.4916313306995961,0.7557271882192461,-0.19491077269357704,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_30d,low_volatility,12,0.5,-0.17252677432381935,-0.30952537140474257,-0.19527601376553327,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_30d,high_rate,21,0.5238095238095238,0.12881271420652318,0.24457491803827688,-0.24660968620936674,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_30d,low_rate,11,0.5454545454545454,0.0934364693094949,0.2837569028749879,-0.18310665691252304,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_30d,pre_halving,8,0.5,0.00918544072286398,0.10863203612410874,-0.20831388114925609,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_30d,post_halving,8,0.75,0.3678597266419481,2.1785201453637244,-0.0010000000000000009,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_30d,pre_etf,24,0.4583333333333333,0.01625926778129494,0.09420190828664872,-0.19571586192088342,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_30d,post_etf,8,0.75,0.214537498318071,1.3440598033159246,-0.04370584558740376,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_90d,bull_market,25,0.68,0.5654329409723817,0.5705902957109921,-0.19182512416040987,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_90d,bear_market,7,0.2857142857142857,0.07036475713876178,0.7201004628447476,-0.001998999999999973,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_90d,high_volatility,20,0.7,1.1130781701204215,1.7592351821856913,-0.04809748335776165,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_90d,low_volatility,12,0.4166666666666667,-0.20704104875333051,-0.3939457203520531,-0.19527601376553327,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_90d,high_rate,21,0.5714285714285714,0.3730060257567398,0.6042224377033149,-0.14368626166165777,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_90d,low_rate,11,0.6363636363636364,0.22037647195132548,0.5148726814603045,-0.18310665691252304,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_90d,pre_halving,8,0.5,0.00918544072286398,0.10863203612410874,-0.20831388114925609,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_90d,post_halving,8,0.75,0.46151769616976024,1.9589816621091194,-0.04362606336120922,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_90d,pre_etf,24,0.5833333333333334,0.4410966131837841,0.4992581895595662,-0.1934406657372132,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,momentum_90d,post_etf,8,0.625,0.1627147231850672,0.9019150314905185,-0.04370584558740365,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_forest,bull_market,25,0.68,0.6420740291540801,0.6091762280043396,-0.1932591090042719,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_forest,bear_market,7,0.5714285714285714,0.5122053909455457,1.619402607479708,-0.014764779335976641,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_forest,high_volatility,20,0.65,1.3298532302151487,1.2399165190971202,-0.20517046024113283,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_forest,low_volatility,12,0.6666666666666666,0.0657981228238862,0.21186381775682595,-0.1822889458583814,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_forest,high_rate,21,0.6190476190476191,0.5525432436959596,0.7395400950285234,-0.16671901938296085,Low confidence
spx_research_20260507T144238Z,90,official_quarterly,random_forest,low_rate,11,0.7272727272727273,0.5994100063242804,0.9718256298788576,-0.1822889458583814,Low confidence
