horizon,model,as_of,current_price,pred_log_return,pred_return,prob_up,forecast_price,price_low_68,price_high_68,price_low_90,price_high_90,residual_sigma,train_rows,feature_count
1,extra_trees,2026-04-24,77683.5078125,-0.0012754371015325542,-0.0012746240773230388,0.4848211520258221,77584.49054303128,75027.41678634928,80228.71412409988,73422.99082769375,81981.8575212728,0.03351393918958237,4237,118
7,extra_trees,2026-04-24,77683.5078125,-0.010728001206104296,-0.010670661431403494,0.4447428228769431,76854.57340182902,71144.29681453142,83023.17567598309,67688.28069641319,87262.15811668738,0.07720481485948558,4231,118
30,extra_trees,2026-04-24,77683.5078125,-0.05143478980554693,-0.050134411137592316,0.3332863145733766,73788.89089321776,65485.59645532626,83145.00766539699,60632.52250986863,89799.99831550785,0.11937797335952807,4208,118
90,extra_trees,2026-04-24,77683.5078125,-0.11269445860223934,-0.10657640368835175,0.21286517276630706,69404.27892394777,60247.72697927734,79952.459195846,54993.10830821546,87591.95617668937,0.14148367640269408,4148,118
180,extra_trees,2026-04-24,77683.5078125,-0.2730700938390699,-0.23896055841680264,0.08669781524823178,59120.21340584895,48375.26619064132,72251.79122279029,42504.57954451691,82231.1306359929,0.20058423235622025,4058,118
