run_id,generated_at,as_of_date,horizon,model,selected_model,selection_reason,current_price,predicted_direction,signal,predicted_probability_up,probability_confidence,expected_return,model_implied_forecast_price,reliability_label,is_primary_objective,is_secondary_objective,is_diagnostic
btc_research_20260425T064120Z,2026-04-25T06:41:20+00:00,2026-04-25,30,hgb,hgb,Selected from 30d official results only.,77510.02,down,neutral,0.01,Medium confidence,-0.08870801828167973,70634.25972882664,Medium confidence,True,False,False
btc_research_20260425T064120Z,2026-04-25T06:41:20+00:00,2026-04-25,90,hgb,hgb,Selected from 30d official results only.,77510.02,down,neutral,0.01,Medium confidence,-0.15785684229279662,65274.532996748494,Medium confidence,False,True,False
btc_research_20260425T064120Z,2026-04-25T06:41:20+00:00,2026-04-25,180,hgb,hgb,Selected from 30d official results only.,77510.02,up,long,0.5594405594405595,Medium confidence,0.039178621861065244,80546.7557640236,Medium confidence,False,False,True
