windows,start,end,mae,rmse,directional_accuracy,avg_pred_return,avg_actual_return,strategy_total_return,buyhold_total_return,strategy_ann_return,buyhold_ann_return,strategy_sharpe,buyhold_sharpe,strategy_max_drawdown,buyhold_max_drawdown,exposure,horizon,model,step_days,threshold,initial_train_days,feature_count,refit_every_days,refits
500,2024-12-10,2026-04-23,0.017488194112342762,0.02478858774982898,0.472,-7.472499589750869e-05,-0.00015222943647935083,-0.37974182774504983,-0.19645034872243017,-0.29436856246330667,-0.14756890530978184,-0.8795563547832771,-0.12181327234591824,-0.5301894127986047,-0.497388172985468,0.506,1,hgb,1,0.0,1460,118,30,17
396,2018-09-16,2026-04-12,0.06377768281565926,0.08762949844703122,0.5378787878787878,0.006788054678631297,0.00964606542142804,21.65598653770011,10.332562484149273,0.5081418901707453,0.3766624807807579,1.1261644838131157,0.8355328914136463,-0.5015936577388282,-0.7511437535379164,0.5782828282828283,7,hgb,7,0.0,1460,118,30,80
92,2018-09-16,2026-03-08,0.07527610361452909,0.09335809723842717,0.8043478260869565,0.0326515637859586,0.04440323473656628,1281.1581936045875,10.038624249233072,1.5764043131553738,0.37379434236503806,2.1089434626972183,0.7851365617577147,-0.09285022819220423,-0.7317049894338645,0.5543478260869565,30,hgb,30,0.0,1460,118,30,92
30,2018-09-16,2025-11-08,0.08739499308878709,0.10611909774833922,0.9666666666666667,0.15614111380088114,0.15550364242840448,269.1737809718834,9.82606107579988,1.1316806176125196,0.37989195435604484,1.3396055754975784,0.699926412987203,-0.04046121358675858,-0.7127581540294574,0.6666666666666666,90,hgb,90,0.0,1460,118,30,30
15,2018-09-16,2025-08-10,0.10498285197715071,0.1271614611141583,0.8666666666666667,0.34917434907000683,0.4126082702756085,82.404963585398,9.82606107579988,0.818514140371527,0.37989195435604484,0.7333741321868212,0.5431806824038619,-0.028715958183859414,-0.5827938169796967,0.6,180,hgb,180,0.0,1460,118,30,15
