windows,start,end,mae,rmse,directional_accuracy,avg_pred_return,avg_actual_return,strategy_total_return,buyhold_total_return,strategy_ann_return,buyhold_ann_return,strategy_sharpe,buyhold_sharpe,strategy_max_drawdown,buyhold_max_drawdown,exposure,horizon,model,step_days,threshold,initial_train_days,feature_count,refit_every_days,refits
60,2026-02-23,2026-04-23,0.019001164521351255,0.0242772733600006,0.5,-0.0003098824269907485,0.003363572995094799,0.10549120055059191,0.2022195777567073,0.8406081800230851,2.0659713519740674,2.406090077338313,2.6345687387458865,-0.07636344429650566,-0.11896920744558215,0.4,1,ensemble,1,0.0,1460,118,30,2
60,2025-02-23,2026-04-12,0.04517840044382936,0.05859623652590399,0.5166666666666667,-0.0016120500575169505,-0.0029255187644386727,-0.2932935320956743,-0.23285194864717884,-0.26042611178859265,-0.20575492432189824,-0.8069459506751377,-0.38631462113329895,-0.37943287562950934,-0.46776575810142196,0.4666666666666667,7,ensemble,7,0.0,1460,118,30,12
60,2021-05-03,2026-03-08,0.08071372179417548,0.10136749651637442,0.7333333333333333,0.012002724505229318,0.016690910126918472,15.212910502027462,0.2576981583696254,0.7592717219660174,0.047591307533849214,1.6671064734656562,0.35728796074616465,-0.1266416490718173,-0.7317049894338646,0.5666666666666667,30,ensemble,30,0.0,1460,118,30,60
30,2018-09-16,2025-11-08,0.11727613316023623,0.13724387409910738,0.9,0.15710248247642758,0.15550364242840448,193.68587063927953,9.82606107579988,1.0393139937302678,0.37989195435604484,1.2548309911976856,0.699926412987203,-0.22622990221980832,-0.7127581540294574,0.6666666666666666,90,ensemble,90,0.0,1460,118,30,30
15,2018-09-16,2025-08-10,0.13535751112780384,0.16153776165674888,0.8666666666666667,0.3559868656330317,0.4126082702756085,74.44727374233426,9.82606107579988,0.7940295460217011,0.37989195435604484,0.720478247360163,0.5431806824038619,-0.028715958183859414,-0.5827938169796967,0.6,180,ensemble,180,0.0,1460,118,30,15
