horizon,model,as_of,current_price,pred_log_return,pred_return,prob_up,forecast_price,price_low_68,price_high_68,price_low_90,price_high_90,residual_sigma,train_rows,feature_count
1,ensemble,2026-04-24,77683.5078125,0.00045027685367714053,0.00045037824351679134,0.5055399160469309,77718.49477429882,75238.93219667643,80279.77343157362,73681.7428188524,81976.40553688505,0.0324244446639318,4237,118
7,ensemble,2026-04-24,77683.5078125,-0.006427335477991618,-0.006406724339194314,0.46451577905263225,77185.81099224367,71811.86877981694,82961.90476252844,68545.84378804425,86914.81626446174,0.07216587896786533,4231,118
30,ensemble,2026-04-24,77683.5078125,-0.0524409123700726,-0.0510896117347982,0.3099531519951944,73714.68756016222,66318.62836841212,81935.57821953545,61946.69017570436,87718.24849204785,0.10573123921610043,4208,118
90,ensemble,2026-04-24,77683.5078125,-0.18292015086210411,-0.16716534578871867,0.0887420500017923,64697.51736694281,56490.920918137526,74096.30937883936,51758.58260015928,80871.00811437184,0.13564289579119013,4148,118
180,ensemble,2026-04-24,77683.5078125,-0.5051545339821377,-0.3965876794870603,0.01,46875.1857147257,38355.740888805085,57286.94023040882,33700.99573555406,65199.35057799859,0.20058423235622025,4058,118
