date,long_cash_signal,buy_hold_same_windows
2018-09-16,1.0,0.6077645585941904
2019-03-15,2.569704729296768,1.561775460518454
2019-09-11,2.569704729296768,1.21580872670904
2020-03-09,3.2980764464446315,1.5604244640349256
2020-09-05,15.748796213323518,7.451254478004163
2021-03-04,15.296554439815596,7.2372845659965
2021-08-31,15.296554439815596,5.786211849165198
2022-02-27,15.296554439815596,3.1087094394810593
2022-08-26,15.296554439815596,3.711550562908958
2023-02-22,16.52039855206848,4.008503665754239
2023-08-21,32.67067415208829,7.927200829238524
2024-02-17,36.39988651214179,8.832055598240377
2024-08-15,60.548812742951384,14.691542523760628
2025-02-11,75.44727374233426,18.30649983498393
2025-08-10,75.44727374233426,10.82606107579988
