horizon,model,as_of,current_price,pred_log_return,pred_return,prob_up,forecast_price,price_low_68,price_high_68,price_low_90,price_high_90,residual_sigma,train_rows,feature_count
1,random_forest,2026-04-24,77683.5078125,-0.0015674032808465678,-0.0015661755458599158,0.48020780756357095,77561.84180224745,75150.67538027259,80050.36911931794,73635.38596450104,81697.66783944124,0.03158047364345728,4237,118
7,random_forest,2026-04-24,77683.5078125,-0.040288298775860466,-0.03948751534210493,0.26925454404622007,74615.97910592538,69885.11028766182,79667.10383683603,66994.04784725927,83105.05958125446,0.06550206933685833,4231,118
30,random_forest,2026-04-24,77683.5078125,-0.14021234636890625,-0.13082635006703958,0.04452425553634992,67520.45802498628,62176.3089847953,73323.94486489704,58955.8902512536,77329.20718311083,0.08245659110871498,4208,118
90,random_forest,2026-04-24,77683.5078125,-0.2602956411992795,-0.22917633511889957,0.02749360183822136,59880.28619285085,52284.73440008946,68579.26535687994,47904.755316275,74849.53530948414,0.13564289579119013,4148,118
180,random_forest,2026-04-24,77683.5078125,-0.42450881608703483,-0.3459090147912163,0.01715702226478455,50812.082159552374,41577.11649812651,62098.28652993387,36531.434234632725,70675.23483491993,0.20058423235622025,4058,118
