horizon,model,as_of,current_price,pred_log_return,pred_return,prob_up,forecast_price,price_low_68,price_high_68,price_low_90,price_high_90,residual_sigma,train_rows,feature_count
1,elastic_net,2026-04-24,77683.5078125,0.0032000371245102404,0.0032051627092049007,0.5365867986885702,77932.49609486085,75263.76537905536,80695.85566158303,73591.1155179946,82529.98891001193,0.034844201778618106,4237,118
7,elastic_net,2026-04-24,77683.5078125,0.04716481322724648,0.04829476768658081,0.7091058055341679,81435.21477538337,74751.8639337808,88716.10494405233,70734.99618222551,93754.07596585478,0.08563364587737551,4231,118
30,elastic_net,2026-04-24,77683.5078125,0.06950451199426752,0.07197689794747775,0.6819396233677276,83274.9257265224,71897.66070146172,96452.55752551676,65397.942736861245,106038.70648746115,0.14690376342116335,4208,118
90,elastic_net,2026-04-24,77683.5078125,-0.11758901789360533,-0.11093863414627414,0.2564536984279179,69065.40556008983,57704.86202938017,82662.53617851209,51389.13933237617,92821.75781010745,0.17971252838062887,4148,118
180,elastic_net,2026-04-24,77683.5078125,-0.6154657800069359,-0.45961086577345933,0.01,41979.32353047758,34349.689104623496,51303.62603017873,30181.10716172867,58389.627478979884,0.20058423235622025,4058,118
