date,asset_open,asset_high,asset_low,asset_close,adjclose,asset_volume
2014-02-07,178.30999755859375,179.8699951171875,177.72999572753906,145.948486328125,145.948486328125,170787200
2014-02-10,179.6999969482422,180.07000732421875,179.2100067138672,146.21653747558594,146.21653747558594,92218800
2014-02-11,180.16000366210938,182.44000244140625,180.0399932861328,147.81675720214844,147.81675720214844,117814100
2014-02-12,182.25,182.8300018310547,181.7100067138672,147.8898468017578,147.8898468017578,94717700
2014-02-13,180.83999633789062,183.1999969482422,180.8300018310547,148.65333557128906,148.65333557128906,100542200
2014-02-14,182.83999633789062,184.36000061035156,182.6699981689453,149.4737548828125,149.4737548828125,96498400
2014-02-18,184.17999267578125,184.49000549316406,183.64999389648438,149.65248107910156,149.65248107910156,80460900
2014-02-19,183.75999450683594,184.9499969482422,182.8699951171875,148.66152954101562,148.66152954101562,126524300
2014-02-20,183.27000427246094,184.52000427246094,182.60000610351562,149.53875732421875,149.53875732421875,104998100
2014-02-21,184.4499969482422,184.88999938964844,183.8000030517578,149.36817932128906,149.36817932128906,118116400
2014-02-24,184.27999877929688,186.14999389648438,184.1999969482422,150.1966552734375,150.1966552734375,114063900
2014-02-25,185.05999755859375,185.58999633789062,184.22999572753906,150.13983154296875,150.13983154296875,117085000
2014-02-26,185.11000061035156,185.60000610351562,184.3300018310547,150.14794921875,150.14794921875,98677200
2014-02-27,184.5800018310547,185.8699951171875,184.3699951171875,150.93585205078125,150.93585205078125,93880800
2014-02-28,185.7899932861328,187.14999389648438,185.0500030517578,151.31759643554688,151.31759643554688,150842000
2014-03-03,184.64999389648438,185.4499969482422,183.75,150.25350952148438,150.25350952148438,167748500
2014-03-04,186.7899932861328,187.97999572753906,186.75,152.36546325683594,152.36546325683594,167545900
2014-03-05,187.74000549316406,188.07000732421875,187.4499969482422,152.50355529785156,152.50355529785156,88376900
2014-03-06,188.2100067138672,188.61000061035156,187.77999877929688,152.85276794433594,152.85276794433594,82516500
2014-03-07,188.9600067138672,188.9600067138672,187.42999267578125,152.91783142089844,152.91783142089844,114513500
2014-03-10,187.97000122070312,188.22999572753906,187.0800018310547,152.83656311035156,152.83656311035156,74939200
2014-03-11,188.44000244140625,188.7100067138672,186.8000030517578,152.08116149902344,152.08116149902344,99009100
2014-03-12,186.32000732421875,187.35000610351562,185.89999389648438,152.12173461914062,152.12173461914062,104824400
2014-03-13,187.83999633789062,187.99000549316406,184.66000366210938,150.41598510742188,150.41598510742188,155014300
2014-03-14,184.85000610351562,185.8000030517578,184.44000244140625,149.9936065673828,149.9936065673828,153919600
2014-03-17,185.58999633789062,186.77000427246094,185.50999450683594,151.35011291503906,151.35011291503906,98359500
2014-03-18,186.7100067138672,187.91000366210938,186.50999450683594,152.43035888671875,152.43035888671875,101804600
2014-03-19,187.67999267578125,187.94000244140625,185.47000122070312,151.61817932128906,151.61817932128906,176267300
2014-03-20,186.25,187.88999938964844,185.9199981689453,152.50355529785156,152.50355529785156,117241000
2014-03-21,187.7100067138672,189.02000427246094,186.02999877929688,151.9119873046875,151.9119873046875,163128000
2014-03-24,186.83999633789062,187.07000732421875,184.6199951171875,151.28375244140625,151.28375244140625,121411000
2014-03-25,186.3699951171875,186.94000244140625,185.27000427246094,152.00181579589844,152.00181579589844,103852000
2014-03-26,187.0399932861328,187.33999633789062,184.9199981689453,150.90855407714844,150.90855407714844,119843000
2014-03-27,184.75,185.33999633789062,183.89999389648438,150.59036254882812,150.59036254882812,142383000
2014-03-28,185.11000061035156,186.4199981689453,185.0,151.33277893066406,151.33277893066406,101642000
2014-03-31,186.6699981689453,187.3000030517578,185.52000427246094,152.57281494140625,152.57281494140625,99745000
2014-04-01,187.6199951171875,188.36000061035156,187.0,153.58448791503906,153.58448791503906,89193000
2014-04-02,188.49000549316406,189.1300048828125,188.13999938964844,154.0985107421875,154.0985107421875,78774000
2014-04-03,189.1699981689453,189.22000122070312,188.0500030517578,153.89462280273438,153.89462280273438,77435000
2014-04-04,189.66000366210938,189.6999969482422,186.10000610351562,152.07521057128906,152.07521057128906,169381000
2014-04-07,185.9499969482422,186.25999450683594,183.9600067138672,150.39453125,150.39453125,140803000
2014-04-08,184.25999450683594,185.39999389648438,183.58999633789062,151.0145721435547,151.0145721435547,112660000
2014-04-09,185.60000610351562,187.14999389648438,185.05999755859375,152.63816833496094,152.63816833496094,100254000
2014-04-10,187.0800018310547,187.1699981689453,182.92999267578125,149.43182373046875,149.43182373046875,172959000
2014-04-11,182.13999938964844,183.4199981689453,181.30999755859375,148.08567810058594,148.08567810058594,167251000
2014-04-14,182.92999267578125,183.3699951171875,181.44000244140625,149.25233459472656,149.25233459472656,132382000
2014-04-15,183.32000732421875,184.3300018310547,181.50999450683594,150.2803192138672,150.2803192138672,157093000
2014-04-16,185.47000122070312,186.13999938964844,184.64999389648438,151.8549041748047,151.8549041748047,105197000
2014-04-17,185.8800048828125,186.91000366210938,185.55999755859375,152.06700134277344,152.06700134277344,105255000
2014-04-21,186.44000244140625,187.10000610351562,186.2100067138672,152.59735107421875,152.59735107421875,68329000
2014-04-22,187.22999572753906,188.39999389648438,187.1300048828125,153.29080200195312,153.29080200195312,85790000
2014-04-23,187.82000732421875,187.9199981689453,187.3000030517578,152.9318389892578,152.9318389892578,73869000
2014-04-24,188.3699951171875,188.38999938964844,186.92999267578125,153.2418670654297,153.2418670654297,88170000
2014-04-25,187.22000122070312,187.3300018310547,185.8699951171875,151.9854736328125,151.9854736328125,100380000
2014-04-28,187.0500030517578,187.69000244140625,184.9600067138672,152.4668426513672,152.4668426513672,135121000
2014-04-29,187.47999572753906,188.0399932861328,187.0800018310547,153.1765594482422,153.1765594482422,84098000
2014-04-30,187.44000244140625,188.5,187.17999267578125,153.63348388671875,153.63348388671875,101508000
2014-05-01,188.22000122070312,188.83999633789062,187.72999572753906,153.64974975585938,153.64974975585938,93019000
2014-05-02,188.30999755859375,189.13999938964844,187.77999877929688,153.4295196533203,153.4295196533203,98122000
2014-05-05,187.13999938964844,188.5500030517578,186.6199951171875,153.7232208251953,153.7232208251953,75883000
2014-05-06,188.0,188.1300048828125,186.74000549316406,152.38528442382812,152.38528442382812,85454000
2014-05-07,187.41000366210938,187.97000122070312,186.00999450683594,153.28268432617188,153.28268432617188,106500000
2014-05-08,187.7100067138672,189.0500030517578,187.0800018310547,153.11944580078125,153.11944580078125,93618000
2014-05-09,187.7100067138672,188.0399932861328,186.8300018310547,153.3479461669922,153.3479461669922,83679000
2014-05-12,188.8000030517578,189.8800048828125,188.0,154.84095764160156,154.84095764160156,86940000
2014-05-13,190.0399932861328,190.4199981689453,189.77000427246094,154.97964477539062,154.97964477539062,66454000
2014-05-14,189.7899932861328,189.8800048828125,188.7899932861328,154.24537658691406,154.24537658691406,72367000
2014-05-15,188.67999267578125,188.72000122070312,186.47999572753906,152.8910675048828,152.8910675048828,154956000
2014-05-16,187.50999450683594,188.1300048828125,186.72000122070312,153.42137145996094,153.42137145996094,97458000
2014-05-19,187.69000244140625,188.88999938964844,187.52000427246094,153.9843292236328,153.9843292236328,63839000
2014-05-20,188.64999389648438,188.6699981689453,187.07000732421875,153.0134735107422,153.0134735107422,111644000
2014-05-21,188.08999633789062,189.22000122070312,188.05999755859375,154.3024444580078,154.3024444580078,89093000
2014-05-22,189.17999267578125,189.97999572753906,188.86000061035156,154.67779541015625,154.67779541015625,61549000
2014-05-23,189.75999450683594,190.47999572753906,189.58999633789062,155.29783630371094,155.29783630371094,61092800
2014-05-27,191.05999755859375,191.5800018310547,190.9499969482422,156.25234985351562,156.25234985351562,72010000
2014-05-28,191.52000427246094,191.82000732421875,191.05999755859375,156.13816833496094,156.13816833496094,66723000
2014-05-29,191.82000732421875,192.39999389648438,191.3300018310547,156.94583129882812,156.94583129882812,64377000
2014-05-30,192.19000244140625,192.8000030517578,192.02999877929688,157.19873046875,157.19873046875,76316000
2014-06-02,192.9499969482422,192.99000549316406,191.97000122070312,157.3782958984375,157.3782958984375,64656000
2014-06-03,192.42999267578125,192.89999389648438,192.25,157.29666137695312,157.29666137695312,65047000
2014-06-04,192.47000122070312,193.3000030517578,192.27000427246094,157.61483764648438,157.61483764648438,55529000
2014-06-05,193.41000366210938,194.64999389648438,192.6999969482422,158.642822265625,158.642822265625,92103000
2014-06-06,194.8699951171875,195.42999267578125,194.77999877929688,159.40159606933594,159.40159606933594,78696000
2014-06-09,195.35000610351562,196.0500030517578,195.1699981689453,159.5647430419922,159.5647430419922,65119000
2014-06-10,195.33999633789062,195.63999938964844,194.9199981689453,159.5810546875,159.5810546875,57129000
2014-06-11,194.89999389648438,195.1199951171875,194.47999572753906,159.0262451171875,159.0262451171875,68772000
2014-06-12,194.69000244140625,194.8000030517578,193.11000061035156,157.90042114257812,157.90042114257812,106350000
2014-06-13,193.9199981689453,194.32000732421875,193.3000030517578,158.3817901611328,158.3817901611328,82017000
2014-06-16,193.88999938964844,194.6999969482422,193.66000366210938,158.51231384277344,158.51231384277344,87424000
2014-06-17,194.02000427246094,194.97000122070312,193.80999755859375,158.95281982421875,158.95281982421875,84834000
2014-06-18,194.8300018310547,196.3699951171875,194.39999389648438,160.1195068359375,160.1195068359375,105267000
2014-06-19,196.42999267578125,196.60000610351562,195.8000030517578,160.29898071289062,160.29898071289062,85929000
2014-06-20,196.02999877929688,196.10000610351562,195.6999969482422,160.62445068359375,160.62445068359375,100587000
2014-06-23,195.99000549316406,196.0500030517578,195.52000427246094,160.57530212402344,160.57530212402344,70611000
2014-06-24,195.52999877929688,196.5,194.47999572753906,159.60794067382812,159.60794067382812,96237000
2014-06-25,194.2899932861328,195.77999877929688,194.25,160.329345703125,160.329345703125,82782000
2014-06-26,195.61000061035156,195.6300048828125,194.1300048828125,160.21456909179688,160.21456909179688,84312000
2014-06-27,194.97999572753906,195.8800048828125,194.88999938964844,160.5260772705078,160.5260772705078,71445100
2014-06-30,195.6999969482422,196.1699981689453,195.52999877929688,160.44410705566406,160.44410705566406,70201200
2014-07-01,196.1999969482422,197.6300048828125,196.1300048828125,161.51797485351562,161.51797485351562,90470000
2014-07-02,197.0500030517578,197.47999572753906,196.9600067138672,161.68191528320312,161.68191528320312,52475000
2014-07-03,197.7899932861328,198.2899932861328,197.63999938964844,162.4771270751953,162.4771270751953,52938800
2014-07-07,197.82000732421875,197.97999572753906,197.22000122070312,161.91148376464844,161.91148376464844,61696000
2014-07-08,197.14999389648438,197.22000122070312,195.75999450683594,160.87033081054688,160.87033081054688,108143000
2014-07-09,196.72999572753906,197.3000030517578,196.30999755859375,161.5917510986328,161.5917510986328,72992000
2014-07-10,195.22000122070312,196.86000061035156,195.05999755859375,160.952392578125,160.952392578125,99040000
2014-07-11,196.22000122070312,196.75,195.77999877929688,161.17372131347656,161.17372131347656,64243000
2014-07-14,197.61000061035156,197.86000061035156,197.44000244140625,161.9852294921875,161.9852294921875,58658000
2014-07-15,197.72000122070312,198.10000610351562,196.36000061035156,161.68191528320312,161.68191528320312,111307000
2014-07-16,198.11000061035156,198.25999450683594,197.4199981689453,162.28038024902344,162.28038024902344,79986400
2014-07-17,197.35000610351562,198.10000610351562,195.42999267578125,160.43588256835938,160.43588256835938,145398000
2014-07-18,196.35000610351562,197.91000366210938,196.24000549316406,162.0754852294922,162.0754852294922,124330000
2014-07-21,197.08999633789062,197.5,196.42999267578125,161.77210998535156,161.77210998535156,67592000
2014-07-22,198.00999450683594,198.55999755859375,197.8699951171875,162.4771270751953,162.4771270751953,67678000
2014-07-23,198.5,198.85000610351562,198.10000610351562,162.83782958984375,162.83782958984375,65612000
2014-07-24,198.8300018310547,199.05999755859375,198.4499969482422,162.84597778320312,162.84597778320312,56888000
2014-07-25,198.08999633789062,198.25999450683594,197.3300018310547,162.08364868164062,162.08364868164062,76837000
2014-07-28,197.75999450683594,198.08999633789062,196.6199951171875,162.14918518066406,162.14918518066406,69259000
2014-07-29,198.1699981689453,198.4499969482422,196.9199981689453,161.452392578125,161.452392578125,80466000
2014-07-30,197.64999389648438,197.91000366210938,196.16000366210938,161.47703552246094,161.47703552246094,104222000
2014-07-31,195.61000061035156,195.77999877929688,192.97000122070312,158.2881317138672,158.2881317138672,183479000
2014-08-01,192.55999755859375,193.75999450683594,191.57000732421875,157.8044891357422,157.8044891357422,189261000
2014-08-04,192.8699951171875,194.3000030517578,192.0500030517578,158.9439697265625,158.9439697265625,91340000
2014-08-05,193.10000610351562,193.60000610351562,191.30999755859375,157.4027557373047,157.4027557373047,152690000
2014-08-06,191.11000061035156,192.88999938964844,191.0800018310547,157.45204162597656,157.45204162597656,94818000
2014-08-07,192.94000244140625,193.1300048828125,190.5500030517578,156.59942626953125,156.59942626953125,135733000
2014-08-08,191.4600067138672,193.3699951171875,190.9499969482422,158.41111755371094,158.41111755371094,117014000
2014-08-11,193.97000122070312,194.66000366210938,193.7100067138672,158.87014770507812,158.87014770507812,74544000
2014-08-12,193.61000061035156,194.14999389648438,192.94000244140625,158.64886474609375,158.64886474609375,73632000
2014-08-13,194.2899932861328,195.05999755859375,193.9600067138672,159.7227020263672,159.7227020263672,69047000
2014-08-14,195.16000366210938,195.75999450683594,194.97999572753906,160.47691345214844,160.47691345214844,57371000
2014-08-15,196.47000122070312,196.64999389648438,194.30999755859375,160.44410705566406,160.44410705566406,139951000
2014-08-18,196.8000030517578,197.4499969482422,196.69000244140625,161.7884979248047,161.7884979248047,75424000
2014-08-19,197.83999633789062,198.5399932861328,197.44000244140625,162.63287353515625,162.63287353515625,59135000
2014-08-20,198.1199951171875,199.16000366210938,198.0800018310547,163.06735229492188,163.06735229492188,72763000
2014-08-21,199.08999633789062,199.75999450683594,198.92999267578125,163.54278564453125,163.54278564453125,67791000
2014-08-22,199.33999633789062,199.69000244140625,198.74000549316406,163.2886505126953,163.2886505126953,76107000
2014-08-25,200.13999938964844,200.58999633789062,199.14999389648438,164.11663818359375,164.11663818359375,63855000
2014-08-26,200.3300018310547,200.82000732421875,200.27999877929688,164.2232208251953,164.2232208251953,47298000
2014-08-27,200.42999267578125,200.57000732421875,199.94000244140625,164.1576385498047,164.1576385498047,47874000
2014-08-28,199.58999633789062,200.27000427246094,199.38999938964844,164.0674591064453,164.0674591064453,58330000
2014-08-29,200.4499969482422,200.72999572753906,199.82000732421875,164.53472900390625,164.53472900390625,65907000
2014-09-02,200.97000122070312,201.0,199.86000061035156,164.45272827148438,164.45272827148438,72426000
2014-09-03,201.3800048828125,201.41000366210938,200.22000122070312,164.36257934570312,164.36257934570312,57462000
2014-09-04,200.83999633789062,201.5800018310547,199.66000366210938,164.12484741210938,164.12484741210938,85236000
2014-09-05,200.1699981689453,201.19000244140625,199.41000366210938,164.8626251220703,164.8626251220703,102177000
2014-09-08,200.9199981689453,201.2100067138672,200.0,164.4363555908203,164.4363555908203,64146000
2014-09-09,200.41000366210938,200.5500030517578,198.91000366210938,163.3952178955078,163.3952178955078,88591000
2014-09-10,199.42999267578125,200.1999969482422,198.77000427246094,164.01007080078125,164.01007080078125,67251000
2014-09-11,199.27000427246094,200.3300018310547,199.1199951171875,164.1986083984375,164.1986083984375,66774400
2014-09-12,200.10000610351562,200.1199951171875,198.55999755859375,163.239501953125,163.239501953125,117409300
2014-09-15,199.16000366210938,199.32000732421875,198.3800048828125,163.11656188964844,163.11656188964844,76401000
2014-09-16,198.61000061035156,200.83999633789062,198.5,164.34617614746094,164.34617614746094,116201000
2014-09-17,200.77000427246094,201.67999267578125,199.75,164.5674591064453,164.5674591064453,151266000
2014-09-18,201.36000061035156,201.85000610351562,201.10000610351562,165.44464111328125,165.44464111328125,94990000
2014-09-19,201.52000427246094,201.89999389648438,200.2899932861328,165.2956085205078,165.2956085205078,121649000
2014-09-22,200.35000610351562,200.3800048828125,198.72999572753906,164.01904296875,164.01904296875,125553000
2014-09-23,198.42999267578125,199.25999450683594,197.9499969482422,163.08009338378906,163.08009338378906,111393000
2014-09-24,198.0399932861328,199.69000244140625,197.52000427246094,164.35670471191406,164.35670471191406,107276000
2014-09-25,199.0399932861328,199.0500030517578,196.27000427246094,161.7047119140625,161.7047119140625,150300000
2014-09-26,196.6999969482422,198.38999938964844,196.4199981689453,162.98951721191406,162.98951721191406,103547000
2014-09-29,196.1999969482422,197.88999938964844,196.0500030517578,162.69297790527344,162.69297790527344,95112000
2014-09-30,197.69000244140625,198.3000030517578,196.61000061035156,162.26473999023438,162.26473999023438,131302000
2014-10-01,196.6999969482422,196.77000427246094,193.91000366210938,160.0657501220703,160.0657501220703,177798000
2014-10-02,194.17999267578125,195.05999755859375,192.35000610351562,160.09043884277344,160.09043884277344,157285000
2014-10-03,195.67999267578125,196.94000244140625,195.0800018310547,161.8529510498047,161.8529510498047,121569000
2014-10-06,197.33999633789062,197.60000610351562,195.5800018310547,161.66354370117188,161.66354370117188,104778000
2014-10-07,195.27999877929688,195.72000122070312,193.22000122070312,159.16802978515625,159.16802978515625,147913000
2014-10-08,193.3699951171875,196.9199981689453,192.36000061035156,161.9517822265625,161.9517822265625,186461000
2014-10-09,196.3300018310547,196.60000610351562,192.5800018310547,158.73980712890625,158.73980712890625,210705000
2014-10-10,192.69000244140625,193.64999389648438,190.49000549316406,156.9278564453125,156.9278564453125,221909000
2014-10-13,190.4600067138672,191.14999389648438,187.3000030517578,154.34999084472656,154.34999084472656,230939000
2014-10-14,188.4199981689453,189.82000732421875,187.0399932861328,154.58885192871094,154.58885192871094,215847000
2014-10-15,185.16000366210938,187.69000244140625,181.9199981689453,153.54286193847656,153.54286193847656,380715000
2014-10-16,183.05999755859375,187.5800018310547,182.88999938964844,153.41111755371094,153.41111755371094,270391000
2014-10-17,188.4199981689453,189.75,187.6199951171875,155.22300720214844,155.22300720214844,214625000
2014-10-20,188.1300048828125,190.4499969482422,188.07000732421875,156.73020935058594,156.73020935058594,130011000
2014-10-21,191.67999267578125,194.1999969482422,191.47999572753906,159.83517456054688,159.83517456054688,154949000
2014-10-22,194.41000366210938,194.91000366210938,192.61000061035156,158.6985626220703,158.6985626220703,151822000
2014-10-23,194.6199951171875,196.1999969482422,194.25999450683594,160.54342651367188,160.54342651367188,154944000
2014-10-24,195.25,196.49000549316406,194.49000549316406,161.77882385253906,161.77882385253906,117927000
2014-10-27,195.72999572753906,196.4499969482422,195.02999877929688,161.5565643310547,161.5565643310547,82954000
2014-10-28,196.82000732421875,198.4199981689453,196.72999572753906,163.40956115722656,163.40956115722656,106736000
2014-10-29,198.5500030517578,199.1199951171875,196.8000030517578,163.1624755859375,163.1624755859375,142557000
2014-10-30,197.5800018310547,199.9499969482422,197.39999389648438,164.20840454101562,164.20840454101562,113330000
2014-10-31,201.77999877929688,201.82000732421875,200.77000427246094,166.0862274169922,166.0862274169922,146903000
2014-11-03,201.9199981689453,202.4499969482422,201.30999755859375,166.1768035888672,166.1768035888672,93600000
2014-11-04,201.22999572753906,201.60000610351562,200.05999755859375,165.60032653808594,165.60032653808594,93343000
2014-11-05,202.5399932861328,202.58999633789062,201.4499969482422,166.64630126953125,166.64630126953125,91709000
2014-11-06,202.38999938964844,203.25999450683594,201.63999938964844,167.31333923339844,167.31333923339844,107089000
2014-11-07,203.1699981689453,203.60000610351562,202.61000061035156,167.4699249267578,167.4699249267578,89540000
2014-11-10,203.3800048828125,204.0399932861328,203.1300048828125,167.99700927734375,167.99700927734375,66319000
2014-11-11,204.05999755859375,204.30999755859375,203.64999389648438,168.16172790527344,168.16172790527344,54499400
2014-11-12,203.35000610351562,204.24000549316406,203.30999755859375,167.98052978515625,167.98052978515625,90120300
2014-11-13,204.16000366210938,204.8300018310547,203.2100067138672,168.16993713378906,168.16993713378906,85357900
2014-11-14,204.10000610351562,204.49000549316406,203.72000122070312,168.2111358642578,168.2111358642578,80417500
2014-11-17,203.85000610351562,204.5800018310547,203.64999389648438,168.31820678710938,168.31820678710938,80441000
2014-11-18,204.44000244140625,205.9199981689453,204.44000244140625,169.2899932861328,169.2899932861328,76068100
2014-11-19,205.30999755859375,205.5500030517578,204.3000030517578,169.01820373535156,169.01820373535156,82373000
2014-11-20,204.25999450683594,205.7100067138672,204.17999267578125,169.31471252441406,169.31471252441406,72840300
2014-11-21,207.63999938964844,207.83999633789062,205.97999572753906,170.22068786621094,170.22068786621094,142327300
2014-11-24,207.1699981689453,207.38999938964844,206.91000366210938,170.6983642578125,170.6983642578125,65880800
2014-11-25,207.5399932861328,207.7899932861328,206.8000030517578,170.5748291015625,170.5748291015625,79108300
2014-11-26,207.2899932861328,207.75999450683594,207.02999877929688,171.0113067626953,171.0113067626953,62167800
2014-11-28,207.49000549316406,207.8699951171875,206.91000366210938,170.64891052246094,170.64891052246094,57890100
2014-12-01,206.39999389648438,206.5399932861328,205.3800048828125,169.46298217773438,169.46298217773438,103968400
2014-12-02,205.80999755859375,207.33999633789062,205.77999877929688,170.55841064453125,170.55841064453125,74507200
2014-12-03,207.3000030517578,208.14999389648438,207.10000610351562,171.21725463867188,171.21725463867188,68952000
2014-12-04,207.5399932861328,208.27000427246094,206.6999969482422,171.02784729003906,171.02784729003906,91316600
2014-12-05,207.8699951171875,208.47000122070312,207.5500030517578,171.30784606933594,171.30784606933594,91025500
2014-12-08,207.52000427246094,208.1199951171875,205.92999267578125,170.16305541992188,170.16305541992188,108588200
2014-12-09,204.3699951171875,206.60000610351562,203.91000366210938,170.04771423339844,170.04771423339844,125180100
2014-12-10,205.91000366210938,205.97999572753906,202.92999267578125,167.32167053222656,167.32167053222656,159856400
2014-12-11,203.8800048828125,206.19000244140625,203.7100067138672,168.16993713378906,168.16993713378906,159012800
2014-12-12,202.63999938964844,203.82000732421875,200.85000610351562,165.4520721435547,165.4520721435547,202330200
2014-12-15,201.97999572753906,202.52999877929688,198.77999877929688,164.3155059814453,164.3155059814453,189965800
2014-12-16,198.5800018310547,202.39999389648438,197.86000061035156,162.99778747558594,162.99778747558594,259543800
2014-12-17,198.44000244140625,202.33999633789062,198.2899932861328,166.1933135986328,166.1933135986328,253910100
2014-12-18,204.74000549316406,212.97000122070312,203.9199981689453,170.3030242919922,170.3030242919922,257633900
2014-12-19,206.42999267578125,207.3300018310547,205.61000061035156,171.02772521972656,171.02772521972656,245084600
2014-12-22,206.75,207.47000122070312,206.4600067138672,171.8144073486328,171.8144073486328,148318900
2014-12-23,208.1699981689453,208.22999572753906,207.39999389648438,172.04632568359375,172.04632568359375,122167900
2014-12-24,208.02000427246094,208.33999633789062,207.72000122070312,172.06283569335938,172.06283569335938,42963400
2014-12-26,208.30999755859375,208.85000610351562,208.25,172.61773681640625,172.61773681640625,57326700
2014-12-29,208.22000122070312,208.97000122070312,208.13999938964844,172.84957885742188,172.84957885742188,79643900
2014-12-30,208.2100067138672,208.3699951171875,207.50999450683594,171.9220733642578,171.9220733642578,73540800
2014-12-31,207.99000549316406,208.19000244140625,205.38999938964844,170.2161102294922,170.2161102294922,130333800
2015-01-02,206.3800048828125,206.8800048828125,204.17999267578125,170.12498474121094,170.12498474121094,121465900
2015-01-05,204.1699981689453,204.3699951171875,201.35000610351562,167.0526123046875,167.0526123046875,169632600
2015-01-06,202.08999633789062,202.72000122070312,198.86000061035156,165.4791259765625,165.4791259765625,209151400
2015-01-07,201.4199981689453,202.72000122070312,200.8800048828125,167.54116821289062,167.54116821289062,125346700
2015-01-08,204.00999450683594,206.16000366210938,203.99000549316406,170.5142364501953,170.5142364501953,147217800
2015-01-09,206.39999389648438,206.4199981689453,203.50999450683594,169.1478271484375,169.1478271484375,158567300
2015-01-12,204.41000366210938,204.60000610351562,201.9199981689453,167.82273864746094,167.82273864746094,144396100
2015-01-13,204.1199951171875,205.47999572753906,200.50999450683594,167.3507080078125,167.3507080078125,214553300
2015-01-14,199.64999389648438,201.10000610351562,198.57000732421875,166.34042358398438,166.34042358398438,192991100
2015-01-15,201.6300048828125,202.00999450683594,198.8800048828125,164.81663513183594,164.81663513183594,176613900
2015-01-16,198.77000427246094,201.82000732421875,198.5500030517578,166.97805786132812,166.97805786132812,211879600
2015-01-20,202.39999389648438,202.72000122070312,200.1699981689453,167.33416748046875,167.33416748046875,130991100
2015-01-21,201.5,203.66000366210938,200.94000244140625,168.17886352539062,168.17886352539062,122942700
2015-01-22,203.99000549316406,206.25999450683594,202.3300018310547,170.6798553466797,170.6798553466797,174356000
2015-01-23,205.7899932861328,206.10000610351562,204.80999755859375,169.74407958984375,169.74407958984375,117516800
2015-01-26,204.7100067138672,205.55999755859375,203.85000610351562,170.1415557861328,170.1415557861328,92009700
2015-01-27,202.97000122070312,204.1199951171875,201.74000549316406,167.89730834960938,167.89730834960938,134044600
2015-01-28,204.1699981689453,204.2899932861328,199.91000366210938,165.74411010742188,165.74411010742188,168514300
2015-01-29,200.3800048828125,202.3000030517578,198.67999267578125,167.27621459960938,167.27621459960938,173585400
2015-01-30,200.57000732421875,202.1699981689453,199.1300048828125,165.17271423339844,165.17271423339844,197729700
2015-02-02,200.0500030517578,202.02999877929688,197.86000061035156,167.21823120117188,167.21823120117188,163107000
2015-02-03,203.0,204.85000610351562,202.5500030517578,169.6363983154297,169.6363983154297,124212900
2015-02-04,203.9199981689453,205.3800048828125,203.50999450683594,168.990478515625,168.990478515625,134306700
