date,cm_price_usd,cm_market_cap_usd,cm_mvrv,cm_active_addresses,cm_tx_count,cm_hash_rate,cm_fees_btc,cm_exchange_inflow_usd,cm_exchange_outflow_usd,cm_supply,cm_exchange_supply_usd,cm_spot_volume_usd,cm_roi_30d,cm_roi_1y
2014-01-18,809.783528356386,9944578844.4719,2.74847429,106009,51185,15478.8418926025,13.19663225,9026329.661291728,4372402.296343312,12280539.79395749,569161278.6769954,13773271.058802,18.12601670565787,5052.674287740312
2014-01-19,838.428474734073,10299896608.664616,2.83776277,108623,47424,15034.0475853438,10.67819172,11801443.521776844,8692416.406062461,12284764.79395749,592403580.5964708,20868754.5678717,39.68756943342775,5278.635335845418
2014-01-20,828.885216592636,10186700742.459932,2.79830469,180527,63512,17346.977983089,15.54030631,16905009.153255668,21678291.68331551,12289639.79395749,580887373.1015393,22440609.8418548,38.833953715301654,5172.943530280095
2014-01-21,823.817963763881,10127844874.99924,2.77609902,160288,73070,14767.1710009886,15.58238952,18933655.455779843,13169438.246311547,12293789.79395749,583100431.3258866,16137492.3050066,33.95130127605187,4809.224750887812
2014-01-22,818.976386323787,10072254626.333912,2.75067841,150333,64796,17080.1013987337,14.73238024,13866460.855424486,10546455.398776045,12298589.79395749,582993556.0664141,14978977.2483372,24.478375522074806,4633.918614137074
2014-01-23,810.922425195792,9976790593.935715,2.72035724,149895,62655,15745.7184769577,16.59643957,14042646.878816752,13100296.441430513,12303014.79395749,578202642.9850471,10947752.9190404,24.629839130692304,4524.225250641072
2014-01-24,781.042513950906,9612868029.726164,2.61463948,144338,66566,18340.6657996556,15.5422983,17732180.47717093,8067275.746991917,12307739.79395749,566562619.9969177,28930968.4668114,15.148731649720032,4521.256353676226
2014-01-25,804.403240800701,9903703940.559462,2.68630023,125411,52913,17994.3669102041,11.69380082,10027047.249629822,16566600.8704033,12311864.79395749,576968769.5518924,20371035.7644745,7.254252380667799,4521.0944151179065
2014-01-26,814.499381373466,10031101355.88135,2.7159709,125376,53290,16576.6289112183,11.63306914,13369938.038694872,8090736.851744457,12315664.79395749,589489559.9170426,30859411.155521,12.72246864410258,4540.062594487639
2014-01-27,742.701374970777,9150091927.132542,2.47713004,171032,64355,18975.8778325788,13.48469151,22952992.81000395,28927158.150865097,12320014.79395749,531551972.4237027,42391034.7574631,3.750635365146752,4057.385053607508
2014-01-28,790.176401876096,9738027140.096825,2.62930512,158602,66013,16794.7424495238,14.27281971,21496414.074464574,21820263.710456084,12323864.79395749,565206037.7920878,38199354.2153151,8.649481081877306,4104.348545469456
2014-01-29,793.38442490941,9780577243.029943,2.63373693,142119,59521,16576.6289112183,13.2910006,13756015.988914108,9193998.024925437,12327664.79395749,572062725.6342204,15965746.1853078,7.83459800590777,3965.570304240257
2014-01-30,799.474479836353,9859171086.457367,2.64884556,151474,60940,19193.9913708843,13.3333935,12586641.375047028,26895730.981534705,12332064.79395749,562144815.5258265,23605994.6195941,9.583465179929968,3950.5466210357336
