date,solana_tvl_usd
2022-05-03,3644027511
2022-05-04,3654803356
2022-05-05,3775014567
2022-05-06,3607987045
2022-05-07,3575335096
2022-05-08,3531183252
2022-05-09,3406626647
2022-05-10,2977807176
2022-05-11,3013958516
2022-05-12,2646294386
2022-05-13,2504459607
2022-05-14,2507642131
2022-05-15,2573223090
2022-05-16,2736899436
2022-05-17,2709082290
2022-05-18,2760557698
2022-05-19,2689164260
2022-05-20,2752041452
2022-05-21,2611117390
2022-05-22,2646259317
2022-05-23,2701752751
2022-05-24,2690204545
2022-05-25,2645229346
2022-05-26,2627012059
2022-05-27,2544374976
2022-05-28,2435185793
2022-05-29,2476559893
2022-05-30,2512781627
2022-05-31,2520917517
2022-06-01,2511483227
2022-06-02,2440606912
2022-06-03,2372493131
2022-06-04,2399596224
2022-06-05,2395477474
2022-06-06,2339879041
2022-06-07,2366949034
2022-06-08,2356903833
2022-06-09,2487731837
2022-06-10,2461343569
2022-06-11,2409347919
